,column_code,dataset_name,column_name,business_entity_code
3016,highway-rail-grade-crossing-accident-data.Highway User Action Code,highway-rail-grade-crossing-accident-data,Highway User Action Code,
3017,highway-rail-grade-crossing-accident-data.Highway User Action,highway-rail-grade-crossing-accident-data,Highway User Action,
3018,highway-rail-grade-crossing-accident-data.Driver Passed Vehicle,highway-rail-grade-crossing-accident-data,Driver Passed Vehicle,
3019,highway-rail-grade-crossing-accident-data.View Obstruction Code,highway-rail-grade-crossing-accident-data,View Obstruction Code,
3020,highway-rail-grade-crossing-accident-data.View Obstruction,highway-rail-grade-crossing-accident-data,View Obstruction,
3021,highway-rail-grade-crossing-accident-data.Driver Condition Code,highway-rail-grade-crossing-accident-data,Driver Condition Code,
3022,highway-rail-grade-crossing-accident-data.Driver Condition,highway-rail-grade-crossing-accident-data,Driver Condition,
3023,highway-rail-grade-crossing-accident-data.Driver In Vehicle,highway-rail-grade-crossing-accident-data,Driver In Vehicle,
3024,highway-rail-grade-crossing-accident-data.Crossing Users Killed,highway-rail-grade-crossing-accident-data,Crossing Users Killed,
3025,highway-rail-grade-crossing-accident-data.Crossing Users Injured,highway-rail-grade-crossing-accident-data,Crossing Users Injured,
3026,highway-rail-grade-crossing-accident-data.Vehicle Damage Cost,highway-rail-grade-crossing-accident-data,Vehicle Damage Cost,
3027,highway-rail-grade-crossing-accident-data.Number Vehicle Occupants,highway-rail-grade-crossing-accident-data,Number Vehicle Occupants,
3028,highway-rail-grade-crossing-accident-data.Employees Killed,highway-rail-grade-crossing-accident-data,Employees Killed,
3029,highway-rail-grade-crossing-accident-data.Employees Injured,highway-rail-grade-crossing-accident-data,Employees Injured,
3030,highway-rail-grade-crossing-accident-data.Number People On Train,highway-rail-grade-crossing-accident-data,Number People On Train,
3031,highway-rail-grade-crossing-accident-data.Form 54 Filed,highway-rail-grade-crossing-accident-data,Form 54 Filed,
3032,highway-rail-grade-crossing-accident-data.Passengers Killed,highway-rail-grade-crossing-accident-data,Passengers Killed,
3033,highway-rail-grade-crossing-accident-data.Passengers Injured,highway-rail-grade-crossing-accident-data,Passengers Injured,
3034,highway-rail-grade-crossing-accident-data.Video Taken,highway-rail-grade-crossing-accident-data,Video Taken,
3035,highway-rail-grade-crossing-accident-data.Video Used,highway-rail-grade-crossing-accident-data,Video Used,
3036,highway-rail-grade-crossing-accident-data.Special Study 1,highway-rail-grade-crossing-accident-data,Special Study 1,
3037,highway-rail-grade-crossing-accident-data.Special Study 2,highway-rail-grade-crossing-accident-data,Special Study 2,
3038,highway-rail-grade-crossing-accident-data.Narrative,highway-rail-grade-crossing-accident-data,Narrative,
3039,highway-rail-grade-crossing-accident-data.Total Killed Form 57,highway-rail-grade-crossing-accident-data,Total Killed Form 57,
3040,highway-rail-grade-crossing-accident-data.Total Injured Form 57,highway-rail-grade-crossing-accident-data,Total Injured Form 57,
3041,highway-rail-grade-crossing-accident-data.Railroad Type,highway-rail-grade-crossing-accident-data,Railroad Type,
3042,highway-rail-grade-crossing-accident-data.Joint Code,highway-rail-grade-crossing-accident-data,Joint Code,
3043,highway-rail-grade-crossing-accident-data.Total Killed Form 55A,highway-rail-grade-crossing-accident-data,Total Killed Form 55A,
3044,highway-rail-grade-crossing-accident-data.Total Injured Form 55A,highway-rail-grade-crossing-accident-data,Total Injured Form 55A,
3045,highway-rail-grade-crossing-accident-data.District,highway-rail-grade-crossing-accident-data,District,
3046,highway-rail-grade-crossing-accident-data.Whistle Ban Code,highway-rail-grade-crossing-accident-data,Whistle Ban Code,
3047,highway-rail-grade-crossing-accident-data.Whistle Ban,highway-rail-grade-crossing-accident-data,Whistle Ban,
3048,highway-rail-grade-crossing-accident-data.Report Key,highway-rail-grade-crossing-accident-data,Report Key,
3049,highway-rail-grade-crossing-accident-data.Reporting Railroad/Company Grouping,highway-rail-grade-crossing-accident-data,Reporting Railroad/Company Grouping,
3050,highway-rail-grade-crossing-accident-data.Reporting Railroad Class,highway-rail-grade-crossing-accident-data,Reporting Railroad Class,
3051,highway-rail-grade-crossing-accident-data.Reporting Railroad SMT Grouping,highway-rail-grade-crossing-accident-data,Reporting Railroad SMT Grouping,
3052,highway-rail-grade-crossing-accident-data.Reporting Parent Railroad Code,highway-rail-grade-crossing-accident-data,Reporting Parent Railroad Code,
3053,highway-rail-grade-crossing-accident-data.Reporting Parent Railroad Name,highway-rail-grade-crossing-accident-data,Reporting Parent Railroad Name,
3054,highway-rail-grade-crossing-accident-data.Reporting Railroad Holding Company,highway-rail-grade-crossing-accident-data,Reporting Railroad Holding Company,
3055,highway-rail-grade-crossing-accident-data.Other Railroad Grouping,highway-rail-grade-crossing-accident-data,Other Railroad Grouping,
3056,highway-rail-grade-crossing-accident-data.Other Railroad Class,highway-rail-grade-crossing-accident-data,Other Railroad Class,
3057,highway-rail-grade-crossing-accident-data.Other Railroad SMT Grouping,highway-rail-grade-crossing-accident-data,Other Railroad SMT Grouping,
3058,highway-rail-grade-crossing-accident-data.Other Parent Railroad Code,highway-rail-grade-crossing-accident-data,Other Parent Railroad Code,
3059,highway-rail-grade-crossing-accident-data.Other Parent Railroad Name,highway-rail-grade-crossing-accident-data,Other Parent Railroad Name,
3060,highway-rail-grade-crossing-accident-data.Other Railroad Holding Company,highway-rail-grade-crossing-accident-data,Other Railroad Holding Company,
3061,highway-rail-grade-crossing-accident-data.Maintenance Railroad Grouping,highway-rail-grade-crossing-accident-data,Maintenance Railroad Grouping,
3062,highway-rail-grade-crossing-accident-data.Maintenance Railroad Class,highway-rail-grade-crossing-accident-data,Maintenance Railroad Class,
3063,highway-rail-grade-crossing-accident-data.Maintenance Railroad SMT Grouping,highway-rail-grade-crossing-accident-data,Maintenance Railroad SMT Grouping,
3064,highway-rail-grade-crossing-accident-data.Maintenance Parent Railroad Code,highway-rail-grade-crossing-accident-data,Maintenance Parent Railroad Code,
3065,highway-rail-grade-crossing-accident-data.Maintenance Parent Railroad Name,highway-rail-grade-crossing-accident-data,Maintenance Parent Railroad Name,
3066,highway-rail-grade-crossing-accident-data.Maintenance Railroad Holding Company,highway-rail-grade-crossing-accident-data,Maintenance Railroad Holding Company,
3067,highway-rail-grade-crossing-accident-data.Url,highway-rail-grade-crossing-accident-data,Url,
3068,towed-vehicles.Tow Date,towed-vehicles,Tow Date,
3069,towed-vehicles.Make,towed-vehicles,Make,
3070,towed-vehicles.Style,towed-vehicles,Style,
3071,towed-vehicles.Model,towed-vehicles,Model,
3072,towed-vehicles.Color,towed-vehicles,Color,
3073,towed-vehicles.Plate,towed-vehicles,Plate,
3074,towed-vehicles.State,towed-vehicles,State,
3075,towed-vehicles.Towed to Address,towed-vehicles,Towed to Address,
3076,towed-vehicles.Tow Facility Phone,towed-vehicles,Tow Facility Phone,
3077,towed-vehicles.Inventory Number,towed-vehicles,Inventory Number,
3078,truck-size-and-weight-enforcement-data.year,truck-size-and-weight-enforcement-data,year,
3079,truck-size-and-weight-enforcement-data.State,truck-size-and-weight-enforcement-data,State,
3080,truck-size-and-weight-enforcement-data.Vehicles Weighed (Fixed platform Scale),truck-size-and-weight-enforcement-data,Vehicles Weighed (Fixed platform Scale),
3081,truck-size-and-weight-enforcement-data.Vehicles Weighed (WIM Scale),truck-size-and-weight-enforcement-data,Vehicles Weighed (WIM Scale),
3082,truck-size-and-weight-enforcement-data.Vehicles Weighed (Portable Scale),truck-size-and-weight-enforcement-data,Vehicles Weighed (Portable Scale),
3083,truck-size-and-weight-enforcement-data.Vehicles Weighed (Semi-portable Scale),truck-size-and-weight-enforcement-data,Vehicles Weighed (Semi-portable Scale),
3084,truck-size-and-weight-enforcement-data.oversize_violation_current_year,truck-size-and-weight-enforcement-data,oversize_violation_current_year,
3085,truck-size-and-weight-enforcement-data.overweight_violation_current_year,truck-size-and-weight-enforcement-data,overweight_violation_current_year,
3086,truck-size-and-weight-enforcement-data.non_divisible_trip_permits,truck-size-and-weight-enforcement-data,non_divisible_trip_permits,
3087,truck-size-and-weight-enforcement-data.non_divisible_annual_permits,truck-size-and-weight-enforcement-data,non_divisible_annual_permits,
3088,truck-size-and-weight-enforcement-data.divisible_trip_permits,truck-size-and-weight-enforcement-data,divisible_trip_permits,
3089,truck-size-and-weight-enforcement-data.divisible_annual_permits,truck-size-and-weight-enforcement-data,divisible_annual_permits,
3090,united-states-boundary-files.the_geom,united-states-boundary-files,the_geom,Data.Geospatial-Data
3091,united-states-boundary-files.STATEFP,united-states-boundary-files,STATEFP,Administrative.State-Agency
3092,united-states-boundary-files.STATENS,united-states-boundary-files,STATENS,Administrative.State-Agency.Bureau
3093,united-states-boundary-files.AFFGEOID,united-states-boundary-files,AFFGEOID,Administrative.State-Agency.Bureau
3094,united-states-boundary-files.GEOID,united-states-boundary-files,GEOID,Administrative.State-Agency
3095,united-states-boundary-files.STUSPS,united-states-boundary-files,STUSPS,Administrative
3096,united-states-boundary-files.NAME,united-states-boundary-files,NAME,Administrative
3097,united-states-boundary-files.LSAD,united-states-boundary-files,LSAD,Administrative
3098,united-states-boundary-files.ALAND,united-states-boundary-files,ALAND,Data.Inventory-Data
3099,united-states-boundary-files.AWATER,united-states-boundary-files,AWATER,Data.Inventory-Data
3100,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.ID,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,ID,
3101,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.Time,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,Time,
3102,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.distance_av (headway),advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,distance_av (headway),
3103,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.pos_x_av_f,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,pos_x_av_f,
3104,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.pos_y_av_f,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,pos_y_av_f,
3105,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.pos_x_av_m,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,pos_x_av_m,
3106,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.pos_y_av_m,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,pos_y_av_m,
3107,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.heading_av_m,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,heading_av_m,
3108,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.dim_x_av,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,dim_x_av,
3109,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.dim_y_av,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,dim_y_av,
3110,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.dim_z_av,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,dim_z_av,
3111,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.speed_av,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,speed_av,
3112,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.acc_av,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,acc_av,
3113,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.pos_x_sv1_f,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,pos_x_sv1_f,
3114,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.pos_y_sv1_f,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,pos_y_sv1_f,
3115,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.pos_x_sv1_m,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,pos_x_sv1_m,
3116,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.pos_y_sv1_m,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,pos_y_sv1_m,
3117,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.heading_sv1,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,heading_sv1,
3118,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.dim_x_sv1,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,dim_x_sv1,
3119,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.dim_y_sv1,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,dim_y_sv1,
3120,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.dim_z_sv1,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,dim_z_sv1,
3121,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.speed_sv1,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,speed_sv1,
3122,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.acc_sv1,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,acc_sv1,
3123,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.pos_x_sv2_f,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,pos_x_sv2_f,
3124,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.pos_y_sv2_f,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,pos_y_sv2_f,
3125,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.pos_x_sv2_m,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,pos_x_sv2_m,
3126,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.pos_y_sv2_m,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,pos_y_sv2_m,
3127,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.heading_sv2,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,heading_sv2,
3128,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.dim_x_sv2,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,dim_x_sv2,
3129,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.dim_y_sv2,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,dim_y_sv2,
3130,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.dim_z_sv2,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,dim_z_sv2,
3131,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.speed_sv2,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,speed_sv2,
3132,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.acc_sv2,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,acc_sv2,
3133,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.closest_distance_longitudinal (gap),advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,closest_distance_longitudinal (gap),
3134,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.closest_distance_lateral,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,closest_distance_lateral,
3135,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.map_origin_x,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,map_origin_x,
3136,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.map_origin_y,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,map_origin_y,
3137,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.map_origin_z,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,map_origin_z,
3138,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.road_origin_x_m,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,road_origin_x_m,
3139,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.road_origin_y_m,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,road_origin_y_m,
3140,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.road_origin_x_ecef,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,road_origin_x_ecef,
3141,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.road_origin_y_ecef,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,road_origin_y_ecef,
3142,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.lanelet_id_av,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,lanelet_id_av,
3143,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.lane_id_av,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,lane_id_av,
3144,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.lanelet_id_sv1,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,lanelet_id_sv1,
3145,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.lane_id_sv1,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,lane_id_sv1,
3146,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.lanelet_id_sv2,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,lanelet_id_sv2,
3147,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.lane_id_sv2,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,lane_id_sv2,
3148,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.total_lanes,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,total_lanes,
3149,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.run number,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,run number,
3150,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.sub run number,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,sub run number,
3151,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.date,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,date,
3152,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.time of day,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,time of day,
3153,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.sub run start time,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,sub run start time,
3154,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.route starting point(rs),advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,route starting point(rs),
3155,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.route ending point(re),advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,route ending point(re),
3156,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.distance,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,distance,
3157,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.maplink,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,maplink,
3158,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.annual traffic density,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,annual traffic density,
3159,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.roadway type,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,roadway type,
3160,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.road condition,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,road condition,
3161,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.speed limits,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,speed limits,
3162,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.type of vehicle,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,type of vehicle,
3163,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.aggressiveness,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,aggressiveness,
3164,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.following distance,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,following distance,
3165,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.special notes,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,special notes,
3166,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio.gap level,advanced-driver-assistance-system-adas-equipped-two-vehicle-data-for-central-ohio,gap level,
3167,taxi-medallion-transfers.Closing Date,taxi-medallion-transfers,Closing Date,
3168,taxi-medallion-transfers.Public Vehicle Number,taxi-medallion-transfers,Public Vehicle Number,
3169,taxi-medallion-transfers.Sale Price,taxi-medallion-transfers,Sale Price,
3170,taxi-medallion-transfers.Seller’s Company Name,taxi-medallion-transfers,Seller’s Company Name,
3171,taxi-medallion-transfers.Buyer's Company Name,taxi-medallion-transfers,Buyer's Company Name,
3172,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.road_event_feed_info_feed_update_date,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,road_event_feed_info_feed_update_date,
3173,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.road_event_feed_info_version,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,road_event_feed_info_version,
3174,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.road_event_id,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,road_event_id,
3175,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.subidentifier,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,subidentifier,
3176,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.road_name,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,road_name,
3177,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.road_number,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,road_number,
3178,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.direction,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,direction,
3179,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.beginning_cross_street,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,beginning_cross_street,
3180,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.ending_cross_street,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,ending_cross_street,
3181,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.beginning_milepost,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,beginning_milepost,
3182,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.ending_milepost,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,ending_milepost,
3183,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.beginning_accuracy,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,beginning_accuracy,
3184,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.ending_accuracy,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,ending_accuracy,
3185,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.start_date,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,start_date,
3186,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.end_date,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,end_date,
3187,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.start_date_accuracy,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,start_date_accuracy,
3188,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.end_date_accuracy,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,end_date_accuracy,
3189,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.event_status,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,event_status,
3190,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.total_num_lanes,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,total_num_lanes,
3191,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.vehicle_impact,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,vehicle_impact,
3192,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.workers_present,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,workers_present,
3193,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.reduced_speed_limit,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,reduced_speed_limit,
3194,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.restrictions,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,restrictions,
3195,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.description,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,description,
3196,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.issuing_organization,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,issuing_organization,
3197,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.creation_date,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,creation_date,
3198,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.update_date,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,update_date,
3199,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.types_of_work,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,types_of_work,
