,Reporting Railroad Code,Reporting Railroad Name,Year,Accident Number,PDF Link,Accident Year,Accident Month,Other Railroad Code,Other Railroad Name,Other Accident Number,Other Accident Year,Other Accident Month,Maintenance Railroad Code,Maintenance Railroad Name,Maintenance Accident Number,Maintenance Accident Year,Maintenance Accident Month,Grade Crossing ID,Day,Date,Time,Accident Type Code,Accident Type,Hazmat Cars,Hazmat Cars Damaged,Hazmat Released Cars,Persons Evacuated,Subdivision,Division Code,Division,Station,Milepost,State Code,State Abbreviation,State Name,County Code,County Name,District,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Track Name,Track Class,Track Density,Train Direction Code,Train Direction,Equipment Type Code,Equipment Type,Equipment Attended,Train Number,Train Speed,Recorded Estimated Speed,Maximum Speed,Gross Tonnage,Signalization Code,Signalization,Method of Operation Code,Method of Operation,Adjunct Code 1,Adjunct Name 1,Adjunct Code 2,Adjunct Name 2,Adjunct Code 3,Adjunct Name 3,Remote Control Locomotive Code,Remote Control Locomotive,First Car Initials,First Car Number,First Car Position,First Car Loaded,Causing Car Initials,Causing Car Number,Causing Car Position,Causing Car Loaded,Positive Alcohol Tests,Positive Drug Tests,Passengers Transported,Head End Locomotives,Mid Train Manual Locomotives,Mid Train Remote Locomotives,Rear End Manual Locomotives,Rear End Remote Locomotives,Derailed Head End Locomotives,Derailed Mid Train Manual Locomotives,Derailed Mid Train Remote Locomotives,Derailed Rear End Manual Locomotives,Derailed Rear End Remote Locomotives,Loaded Freight Cars,Loaded Passenger Cars,Empty Freight Cars,Empty Passenger Cars,Cabooses,Derailed Loaded Freight Cars,Derailed Loaded Passenger Cars,Derailed Empty Freight Cars,Derailed Empty Passenger Cars,Derailed Cabooses,Equipment Damage Cost,Track Damage Cost,Total Damage Cost,Primary Accident Cause Code,Primary Accident Cause,Contributing Accident Cause Code,Contributing Accident Cause,Accident Cause Code,Accident Cause,Engineers On Duty,Firemen On Duty,Conductors On Duty,Brakemen On Duty,Hours Engineers On Duty,Minutes Engineers On Duty,Hours Conductors On Duty,Minutes Conductors On Duty,Railroad Employees Killed,Railroad Employees Injured,Passengers Killed,Passengers Injured,Others Killed,Others Injured,Reporting Railroad Fatalities for 55a,Reporting Railroad Injuries for 55a,Total Persons Killed,Total Persons Injured,Total Killed Form 54,Total Injured Form 54,Special Study 1,Special Study 2,Latitude,Longitude,Narrative,Joint Track Type,Joint Track Class,Class Code,Class,Joint CD,Incident Key,Report Key,Reporting Railroad Company Grouping,Reporting Railroad Class,Reporting Railroad SMT Grouping,Reporting Parent Railroad Code,Reporting Parent Railroad Name,Reporting Railroad Holding Company,Other Railroad Company Grouping,Other Railroad Class,Other Railroad SMT Grouping,Other Parent Railroad Code,Other Parent Railroad Name,Other Railroad Holding Company,Maintenance Railroad Company Grouping,Maintenance Railroad Class,Maintenance Railroad SMT Grouping,Maintenance Parent Railroad Code,Maintenance Parent Railroad Name,Maintenance Railroad Holding Company,Location
48,CR,Conrail,1984,0520002,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CR052000219840227,84,2,,,,,,CR,Conrail,0520002,84,2,,27,02/27/1984,4:25 PM,1,Derailment,0,0,0,0,,ALLEGH,ALLEGHENY,CLIMAX,16.0,42,PA,PENNSYLVANIA,5.0,ARMSTRONG,2,30,2,Day,3,Rain,1.0,Main,SINGLE MAIN,2,0002.1,3.0,East,1.0,Freight Train,Yes,WARY,6,Estimated,6,10200,,,O,,,,,,,,,,CR,477326.0,32.0,Yes,,,,,0.0,0.0,No,3,0,0,2,0,0,0,0,0,0,90,0,0,0,1,12,0,0,0,0,27600,2500,30100,H521,"Dynamic brake, other improper use (H013)",,,H521,"Dynamic brake, other improper use (H013)",2.0,0.0,1.0,1.0,7.0,25.0,7.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,IMPROPER TRAIN HANDLING RESULTED IN DERAILMENT OF 12 CARS.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Main,2,1L,1L,1,CR0520002198402,CR0520002198402,,Class 3,,CRSH,Consolidated Rail Corporation,Not Assigned,,,,,,,,Class 3,,CRSH,Consolidated Rail Corporation,Not Assigned,
49,CO,COLORADO,1984,AMI1011,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=COAMI101119840111,84,1,,,,,,CO,COLORADO,AMI1011,84,1,,11,01/11/1984,7:05 PM,4,Side collision,0,0,0,0,,MICHIG,MICHIGAN,GRAND RAPIDS,3.0,26,MI,MICHIGAN,81.0,KENT,4,15,4,Dark,2,Cloudy,2.0,Yard,35,,,,,6.0,Cut of cars,,,4,Estimated,5,0,,,N,,,,,,,,,,ETTX,700560.0,1.0,Yes,,,,,0.0,0.0,No,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,3,0,0,0,0,1900,210,5710,H021,Failure to apply hand brakes on car(s) (railroad employee),,,H021,Failure to apply hand brakes on car(s) (railroad employee),,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,0,1L,1L,1,COAMI1011198401,COAMI1011198401,,,,CO,COLORADO,Not Assigned,,,,,,,,,,CO,COLORADO,Not Assigned,
50,CO,COLORADO,1983,AVA241,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=COAVA24119830823,83,8,,,,,,CO,COLORADO,AVA241,83,8,,23,08/23/1983,3:50 PM,1,Derailment,1,1,0,0,,VIRGIN,VIRGINIA,LEE HALL,25.0,51,VA,VIRGINIA,700.0,NEWPORT NEWS,2,95,2,Day,1,Clear,4.0,Industry,INDUSTRY,,,4.0,West,1.0,Freight Train,Yes,8238,4,Estimated,4,200,,,O,,,,,,,,,,UTLX,68502.0,2.0,Yes,,,,,0.0,0.0,No,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,16000,0,16000,T311,Switch damaged or out of adjustment,,,T311,Switch damaged or out of adjustment,1.0,0.0,1.0,2.0,7.0,20.0,7.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Industry,0,1L,1L,1,COAVA241198308,COAVA241198308,,,,CO,COLORADO,Not Assigned,,,,,,,,,,CO,COLORADO,Not Assigned,
51,CO,COLORADO,1979,AMI1280,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=COAMI128019790518,79,5,,,,,,CO,COLORADO,AMI1280,79,5,,18,05/18/1979,4:57 PM,1,Derailment,4,3,2,20,,MICHIG,MICHIGAN,WELLS,44.0,26,MI,MICHIGAN,41.0,DELTA,4,76,2,Day,1,Clear,1.0,Main,SINGLE MAIN TRACK,4,0027.9,3.0,East,1.0,Freight Train,Yes,ML18,38,Recorded,38,5845,,,IM,,,,,,,,,,NW,355312.0,22.0,Yes,NW,355312.0,22.0,Yes,0.0,0.0,No,2,0,0,0,0,0,0,0,0,0,49,0,42,0,1,17,0,2,0,0,236500,7500,244000,E07C,Rigging down or dragging,,,E07C,Rigging down or dragging,1.0,0.0,1.0,2.0,11.0,57.0,11.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Main,4,1L,1L,1,COAMI1280197905,COAMI1280197905,,,,CO,COLORADO,Not Assigned,,,,,,,,,,CO,COLORADO,Not Assigned,
52,HDCR,,1983,8304,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=HDCR830419830517,83,5,,,,,,HDCR,,8304,83,5,509305J,17,05/17/1983,8:00 PM,1,Derailment,0,0,0,0,,??????,HILLSDALE,MONTGOMERY,53.6,26,MI,MICHIGAN,59.0,HILLSDALE,4,47,3,Dusk,1,Clear,1.0,Main,SOUTH BRANCH MAIN,1,,1.0,North,7.0,Yard/switching,Yes,1,10,Estimated,10,6912,,,NIM,,,,,,,,,,NW,5614.0,26.0,Yes,,,,,,,No,3,0,0,0,0,0,0,0,0,0,55,0,0,0,0,2,0,0,0,0,7700,686,8386,T109,Track alignment irregular (buckled/sunkink),,,T109,Track alignment irregular (buckled/sunkink),1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,TRACK RUNNING DOWN HILL AND DOGLEGGED.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Main,1,3L,3L,1,HDCR8304198305,HDCR8304198305,,,,,,,,,,,,,,,,,,,
53,ATSF,"Atchison, Topeka & Santa Fe Railway Company",1983,300583104,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=ATSF30058310419830531,83,5,,,,,,ATSF,"Atchison, Topeka & Santa Fe Railway Company",300583104,83,5,,31,05/31/1983,11:05 AM,12,Other impacts,0,0,0,0,,ALBUQU,ALBUQUERQUE,DRAKE,12.1,4,AZ,ARIZONA,25.0,YAVAPAI,7,83,2,Day,1,Clear,1.0,Main,MAIN,1,074834,4.0,West,5.0,Single Car,,,0,Estimated,30,0,,,M,,,,,,,,,,ATSF,37890.0,,,,,,,0.0,0.0,No,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15000,0,15075,H305,Instruction to train/yard crew improper,,,H305,Instruction to train/yard crew improper,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SEE ATTACHED REPORT.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Main,1,1L,1L,3,ATSF300583104198305,ATSF300583104198305,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,
54,SOO,SOO Line Railroad Company,1983,CA11,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=SOOCA1119830404,83,4,,,,,,SOO,SOO Line Railroad Company,CA11,83,4,,4,04/04/1983,3:50 PM,1,Derailment,0,0,0,0,,CENTRA,CENTRAL,HUMBOLDT YD,4.5,27,MN,MINNESOTA,53.0,HENNEPIN,4,48,2,Day,2,Cloudy,2.0,Yard,YARD,1,,4.0,West,1.0,Freight Train,Yes,943,5,Estimated,5,1086,,,N,,,,,,,,,,ASAB,7212.0,3.0,Yes,,,,,0.0,0.0,No,2,0,0,0,0,0,0,0,0,0,5,0,22,0,1,3,0,0,0,0,800,5400,6200,E64C,Worn flange,,,E64C,Worn flange,1.0,0.0,1.0,2.0,4.0,20.0,4.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"DUE TO WORN FLANGE WHEEL, CARS DERAILED.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone",Yard,1,1L,1L,1,SOOCA11198304,SOOCA11198304,,Class 1,SMT-8 - Short Line West,CPKC,CANADIAN PACIFIC KANSAS CITY,Not Assigned,,,,,,,,Class 1,SMT-8 - Short Line West,CPKC,CANADIAN PACIFIC KANSAS CITY,Not Assigned,
55,CCO,Clinchfield Railroad,1981,363,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CCO36319810108,81,1,,,,,,CCO,Clinchfield Railroad,363,81,1,,8,01/08/1981,6:50 AM,1,Derailment,0,0,0,0,,??????,,FREMONT,12.9,51,VA,VIRGINIA,51.0,DICKENSON,2,15,4,Dark,1,Clear,3.0,Siding,CALLCO DOCK SIDING,,,,,5.0,Single Car,No,,0,Estimated,30,0,,,NI,,,,,,,,,,CRR,56320.0,,No,,,,,0.0,0.0,No,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7000,0,115743,T001,Roadbed settled or soft,,,T001,Roadbed settled or soft,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Main,3,1L,1L,3,CCO363198101,CCO363198101,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,
56,GA,Georgia Railroad,1981,028140616,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=GA02814061619810210,81,2,,,,,,GA,Georgia Railroad,028140616,81,2,,10,02/10/1981,9:30 AM,1,Derailment,0,0,0,0,,??????,MAIN,LITHONIA,147.0,13,GA,GEORGIA,89.0,DE KALB,3,42,2,Day,3,Rain,2.0,Yard,7,1,,,,6.0,Cut of cars,No,,0,Estimated,5,0,,,OGNM,,,,,,,,,,SCL,20863.0,1.0,,,,,,0.0,0.0,No,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4600,90,16300,T314,Switch point worn or broken,,,T314,Switch point worn or broken,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,1,2L,2L,1,GA028140616198102,GA028140616198102,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,
57,CR,Conrail,1981,0920001,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CR092000119810911,81,9,,,,,,CR,Conrail,0920001,81,9,,11,09/11/1981,6:45 AM,1,Derailment,0,0,0,0,,CHICAG,CHICAGO,ELKHART,,18,IN,INDIANA,39.0,ELKHART,4,68,2,Day,1,Clear,2.0,Yard,1 LEAD,1,,3.0,East,7.0,Yard/switching,Yes,7585,4,Estimated,4,4105,,,N,,,,,,,,,,PC,281301.0,12.0,No,,,,,0.0,0.0,No,2,0,0,0,0,0,0,0,0,0,26,0,43,0,0,2,0,7,0,0,5600,1500,7100,H702,Switch improperly lined,,,H702,Switch improperly lined,1.0,0.0,1.0,2.0,7.0,15.0,7.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,1,1L,1L,1,CR0920001198109,CR0920001198109,,Class 3,,CRSH,Consolidated Rail Corporation,Not Assigned,,,,,,,,Class 3,,CRSH,Consolidated Rail Corporation,Not Assigned,
58,CR,Conrail,1980,0310008,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CR031000819800122,80,1,,,,,,CR,Conrail,0310008,80,1,,22,01/22/1980,10:50 AM,4,Side collision,0,0,0,0,,PHILAD,PHILADELPHIA,PHILADELPHIA,,42,PA,PENNSYLVANIA,101.0,PHILADELPHIA,2,28,2,Day,1,Clear,2.0,Yard,#3 TRACK-WAYNE JCT,1,,,,7.0,Yard/switching,,,0,Estimated,4,0,,,N,,,,,,,,,,UNIT,9022.0,1.0,No,,,,,0.0,0.0,No,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,5000,H303,"Derail, failure to apply or remove",,,H303,"Derail, failure to apply or remove",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,1,1L,1L,3,CR0310008198001,CR0310008198001,,Class 3,,CRSH,Consolidated Rail Corporation,Not Assigned,,,,,,,,Class 3,,CRSH,Consolidated Rail Corporation,Not Assigned,
59,CO,COLORADO,1980,AMI4003,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=COAMI400319800107,80,1,,,,,,CO,COLORADO,AMI4003,80,1,,7,01/07/1980,6:00 PM,4,Side collision,0,0,0,0,,MICHIG,MICHIGAN,MCGREW,29.1,26,MI,MICHIGAN,49.0,GENESEE,4,16,4,Dark,6,Snow,2.0,Yard,8,1,,,,6.0,Cut of cars,,,0,Estimated,3,0,,,N,,,,,,,,,,GBW,2598.0,9.0,No,,,,,0.0,0.0,No,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4650,H302,Cars left foul,,,H302,Cars left foul,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,1,1L,1L,1,COAMI4003198001,COAMI4003198001,,,,CO,COLORADO,Not Assigned,,,,,,,,,,CO,COLORADO,Not Assigned,
60,HBT,Houston Belt & Terminal Railway Company,1980,AX2E80,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=HBTAX2E8019800515,80,5,,,,,,HBT,Houston Belt & Terminal Railway Company,AX2E80,80,5,,15,05/15/1980,2:00 PM,5,Raking collision,0,0,0,0,,SYSTEM,HOUSTON,HOUSTON,,48,TX,TEXAS,201.0,HARRIS,5,75,2,Day,3,Rain,2.0,Yard,DALLAR UP 4,1,,,,6.0,Cut of cars,,,0,Estimated,2,0,,,N,,,,,,,,,,MP,641147.0,,No,,,,,0.0,0.0,No,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,3500,M205,,,,M205,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,1,3S,3S,3,HBTAX2E80198005,HBTAX2E80198005,,,,HBT,Houston Belt & Terminal Railway Company,Not Assigned,,,,,,,,,,HBT,Houston Belt & Terminal Railway Company,Not Assigned,
61,CO,COLORADO,1980,AOH2272,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=COAOH227219800627,80,6,,,,,,CO,COLORADO,AOH2272,80,6,,27,06/27/1980,10:00 PM,5,Raking collision,0,0,0,0,,OHIO,OHIO,WALBRIDGE,118.0,39,OH,OHIO,173.0,WOOD,2,80,4,Dark,1,Clear,2.0,Yard,2,1,,,,6.0,Cut of cars,No,,0,Estimated,6,0,,,N,,,,,,,,,,TTAX,982384.0,1.0,Yes,,,,,0.0,0.0,No,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1000,0,3500,H401,Failure to stop train in clear,,,H401,Failure to stop train in clear,0.0,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,1,1L,1L,1,COAOH2272198006,COAOH2272198006,,,,CO,COLORADO,Not Assigned,,,,,,,,,,CO,COLORADO,Not Assigned,
62,CR,Conrail,1980,0200001,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CR020000119800731,80,7,,,,,,CR,Conrail,0200001,80,7,,31,07/31/1980,11:22 AM,4,Side collision,0,0,0,0,,??????,METROPOLITAN REGION,CROTON HARMON,,36,NY,NEW YORK,119.0,WESTCHESTER,1,85,2,Day,2,Cloudy,2.0,Yard,NORTH SHOP LEAD,1,,4.0,West,8.0,Light loco(s),,,0,Estimated,5,0,,,NM,,,,,,,,,,CR,8244.0,,,,,,,0.0,0.0,No,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,250,50250,H302,Cars left foul,,,H302,Cars left foul,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,1,1L,1L,1,CR0200001198007,CR0200001198007,,Class 3,,CRSH,Consolidated Rail Corporation,Not Assigned,,,,,,,,Class 3,,CRSH,Consolidated Rail Corporation,Not Assigned,
63,CO,COLORADO,1980,AMI4107,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=COAMI410719800925,80,9,,,,,,CO,COLORADO,AMI4107,80,9,,25,09/25/1980,8:30 PM,4,Side collision,0,0,0,0,,MICHIG,MICHIGAN,GRAND BLANC,41.0,26,MI,MICHIGAN,49.0,GENESEE,4,54,4,Dark,2,Cloudy,2.0,Yard,8,1,,,,6.0,Cut of cars,,,0,Estimated,4,0,,,N,,,,,,,,,,ATSF,600805.0,,Yes,,,,,0.0,0.0,No,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,100,0,3600,H302,Cars left foul,,,H302,Cars left foul,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,1,1L,1L,1,COAMI4107198009,COAMI4107198009,,,,CO,COLORADO,Not Assigned,,,,,,,,,,CO,COLORADO,Not Assigned,
64,CR,Conrail,1980,0520002,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CR052000219801112,80,11,,,,,,CR,Conrail,0520002,80,11,,12,11/12/1980,7:50 PM,1,Derailment,0,0,0,0,,ALLEGH,ALLEGHENY,CLEARFIELD,,42,PA,PENNSYLVANIA,33.0,CLEARFIELD,2,32,4,Dark,2,Cloudy,2.0,Yard,NO 12 TRACK CLEARFIE,1,,,,6.0,Cut of cars,,,0,Estimated,5,0,,,N,,,,,,,,,,CR,19324.0,,,,,,,0.0,0.0,No,0,0,0,0,0,0,0,0,0,0,45,0,0,0,1,0,0,0,0,0,800,0,3000,T307,Spring/power switch mechanism malfunction,,,T307,Spring/power switch mechanism malfunction,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,1,1L,1L,1,CR0520002198011,CR0520002198011,,Class 3,,CRSH,Consolidated Rail Corporation,Not Assigned,,,,,,,,Class 3,,CRSH,Consolidated Rail Corporation,Not Assigned,
65,TT,Toonerville Trolley,1979,D7906,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=TTD790619790406,79,4,CR,Conrail,0940006,79.0,4.0,TT,Toonerville Trolley,D7906,79,4,,6,04/06/1979,10:15 AM,1,Derailment,0,0,0,0,,??????,,,,39,OH,OHIO,95.0,LUCAS,2,26,2,Day,2,Cloudy,1.0,Main,A MAIN,,,,,,,,,0,,6,0,,,G,,,,,,,,,,,,,,,,,,0.0,0.0,No,0,0,0,0,0,0,0,0,0,0,75,0,57,0,1,1,0,0,0,0,0,4000,12000,T101,Cross level of track irregular (at joints),,,T101,Cross level of track irregular (at joints),,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Main,1,3,3,2,TTD7906197904,TTD7906197904,,,,TT,Toonerville Trolley,Not Assigned,,Class 3,,CRSH,Consolidated Rail Corporation,Not Assigned,,,,TT,Toonerville Trolley,Not Assigned,
66,CSX,CSX Transportation,2001,110131019,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX11013101920011114,1,11,,,,,,CSX,CSX Transportation,110131019,1,11,,14,11/14/2001,10:45 PM,1,Derailment,0,0,0,0,,,GREAT LAKES,NEWTON FALLS,0099.5,39,OH,OHIO,155.0,TRUMBULL,2,50,4,Dark,2,Cloudy,1.0,Main,NEWTON FALLS SU,1,000001,3.0,East,1.0,Freight Train,Yes,D758,10,Estimated,10,2800,,,K,,,,,,,,,,KRL,10065.0,8.0,Yes,,,0.0,,,,No,1,0,0,0,0,0,0,0,0,0,28,0,0,0,0,6,0,0,0,0,32427,15000,47427,M202,Load fell from car,,,M202,Load fell from car,1.0,0.0,1.0,0.0,8.0,15.0,8.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,WHILE HEADING EAST ON NEWTON FALLS SUB SIX CARS DERAILED AT WARREN RD CROSSING.NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Main,1,1L,1L,1,CSX110131019200111,CSX110131019200111,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,
67,IAIS,Iowa Interstate Railroad,2001,10455,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=IAIS1045520011127,1,11,,,,,,IAIS,Iowa Interstate Railroad,10455,1,11,,27,11/27/2001,8:00 PM,1,Derailment,0,0,0,0,,SYSTEM,SYSTEM,ATLANTIC,439,19,IA,IOWA,29.0,CASS,6,30,2,Day,2,Cloudy,3.0,Siding,ATLANTIC SPUR,X,.,3.0,East,1.0,Freight Train,Yes,627,6,Estimated,6,0,,,J,,,,,,,,,,CAGX,716325.0,21.0,Yes,,,0.0,,,,No,4,0,0,0,0,0,0,0,0,0,35,0,0,0,0,5,0,0,0,0,78000,15000,93000,T113,Wide gage (due to worn rails),,,T113,Wide gage (due to worn rails),1.0,,1.0,,6.0,5.0,6.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,TRAIN WENT INTO EMERGENCY.  CREW FOUND FIVE CARS DERAILED DUE TO A BROKEN RAILNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Siding,X,3L,3L,1,IAIS10455200111,IAIS10455200111,Shortline,Class 2,SMT-8 - Short Line West,IAIS,Iowa Interstate Railroad,Not Assigned,,,,,,,Shortline,Class 2,SMT-8 - Short Line West,IAIS,Iowa Interstate Railroad,Not Assigned,
68,SLSF,St. Louis-San Francisco Railway,1979,TA8A7917,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=SLSFTA8A791719791007,79,10,,,,,,SLSF,St. Louis-San Francisco Railway,TA8A7917,79,10,,7,10/07/1979,3:30 PM,4,Side collision,3,0,0,0,,??????,8A,ST LOUIS,007,29,MO,MISSOURI,189.0,ST LOUIS,6,70,2,Day,1,Clear,2.0,Yard,TRACK 10,,,,,,,,,0,,3,0,,,N,,,,,,,,,,SLSF,1251.0,,,,,,,0.0,0.0,No,0,0,0,0,0,0,0,0,0,0,33,0,46,0,1,0,0,0,0,1,4500,150,7950,H702,Switch improperly lined,,,H702,Switch improperly lined,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNoneNone,Yard,0,1L,1L,3,SLSFTA8A7917197910,SLSFTA8A7917197910,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,,,,,,,,Class 1,SMT-5 - BNSF,BNSF,BNSF Railway Company,BNSF Railway Company,
