,OBJECTID,RTE_CN,ID,NAME,BMP,EMP,SEG_LENGTH,GIS_MILES,SYMBOL,MVUM_SYMBOL_NAME,JURISDICTION,OPERATIONALMAINTLEVEL,SURFACETYPE,SYSTEM,SEASONAL,PASSENGERVEHICLE,PASSENGERVEHICLE_DATESOPEN,HIGHCLEARANCEVEHICLE,HIGHCLEARANCEVEHICLE_DATESOPEN,TRUCK,TRUCK_DATESOPEN,BUS,BUS_DATESOPEN,MOTORHOME,MOTORHOME_DATESOPEN,FOURWD_GT50INCHES,FOURWD_GT50_DATESOPEN,TWOWD_GT50INCHES,TWOWD_GT50_DATESOPEN,TRACKED_OHV_GT50INCHES,TRACKED_OHV_GT50_DATESOPEN,OTHER_OHV_GT50INCHES,OTHER_OHV_GT50_DATESOPEN,ATV,ATV_DATESOPEN,MOTORCYCLE,MOTORCYCLE_DATESOPEN,OTHERWHEELED_OHV,OTHERWHEELED_OHV_DATESOPEN,TRACKED_OHV_LT50INCHES,TRACKED_OHV_LT50_DATESOPEN,OTHER_OHV_LT50INCHES,OTHER_OHV_LT50_DATESOPEN,ADMINORG,SECURITYID,DISTRICTNAME,FORESTNAME,FIELD_ID,SBS_SYMBOL_NAME,ROUTESTATUS,GLOBALID,TA_SYMBOL,SHAPE,SHAPELEN
73,564,2361010454,898.E,RESNIK RD,0.0,0.57,0.57,0.541,1,"Roads open to all Vehicles, Yearlong",FS - FOREST SERVICE,2 - HIGH CLEARANCE VEHICLES,NAT - NATIVE MATERIAL,NFSR - NATIONAL FOREST SYSTEM ROAD,yearlong,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,20605,206,Laramie Ranger District,Medicine Bow-Routt National Forest,898.E,"Road, Not Maintained for Passenger Car",EX - EXISTING,{11A4D799-F56E-4D9B-A658-5C5A897B7431},6,,0.0107781336464131
74,567,2606010454,452.2C,GRAVEL PIT,0.0,0.29,0.29,0.247,1,"Roads open to all Vehicles, Yearlong",FS - FOREST SERVICE,3 - SUITABLE FOR PASSENGER CARS,AGG - CRUSHED AGGREGATE OR GRAVEL,NFSR - NATIONAL FOREST SYSTEM ROAD,yearlong,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,20602,206,Brush Creek-Hayden Ranger District,Medicine Bow-Routt National Forest,452.2C,"Gravel Road, Suitable for Passenger Car",EX - EXISTING,{C86EAF00-E620-4167-8879-EA1C7CBF0EDF},4,,0.0038354566691683
75,568,265700010602,923.I,923.I,0.0,0.2,0.2,0.296,1,"Roads open to all Vehicles, Yearlong",FS - FOREST SERVICE,2 - HIGH CLEARANCE VEHICLES,NAT - NATIVE MATERIAL,NFSR - NATIONAL FOREST SYSTEM ROAD,yearlong,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,20609,206,Douglas Ranger District/Thunder Basin National Grassland,Medicine Bow-Routt National Forest,923.I,"Road, Not Maintained for Passenger Car",EX - EXISTING,{665BBC82-6500-421F-A3CA-5E108B740BD8},6,,0.0050554108002201
76,579,1459010474,5266,SPRUCE CREEK,0.0,1.77,1.77,1.694,3,"Roads open to highway legal vehicles only, Yearlong",FS - FOREST SERVICE,3 - SUITABLE FOR PASSENGER CARS,IMP - IMPROVED NATIVE MATERIAL,NFSR - NATIONAL FOREST SYSTEM ROAD,yearlong,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,,,,,,,,,,,,,,,,,,,80216,802,Stearns Ranger District,Daniel Boone National Forest,5266,"Gravel Road, Suitable for Passenger Car",EX - EXISTING,{91353C61-55F7-4944-9721-D7F237E8FD4A},4,,0.0275294231333557
77,580,1096010474,1500A,PEABODY,0.0,0.15,0.15,0.149,3,"Roads open to highway legal vehicles only, Yearlong",FS - FOREST SERVICE,5 - HIGH DEGREE OF USER COMFORT,AC - ASPHALT,NFSR - NATIONAL FOREST SYSTEM ROAD,yearlong,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,,,,,,,,,,,,,,,,,,,80217,802,Redbird Ranger District,Daniel Boone National Forest,1500A,Paved Road,EX - EXISTING,{61DE8172-4ED5-4FE9-A987-2911AFC9BC98},3,,0.0026598011274322
78,581,1272010474,2126,CHESTER'S,0.0,0.2,0.2,0.129,3,"Roads open to highway legal vehicles only, Yearlong",FS - FOREST SERVICE,3 - SUITABLE FOR PASSENGER CARS,AGG - CRUSHED AGGREGATE OR GRAVEL,NFSR - NATIONAL FOREST SYSTEM ROAD,yearlong,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,,,,,,,,,,,,,,,,,,,80211,802,Cumberland Ranger District,Daniel Boone National Forest,2126,"Gravel Road, Suitable for Passenger Car",EX - EXISTING,{083A846D-4CC4-4678-AB90-371F798A4118},4,,0.0018212008043479
79,582,1908010474,918D,CAVE RUN SITE 4 DUMP STA,0.0,0.07,0.07,0.065,4,"Roads open to highway legal vehicles only, Seasonal",FS - FOREST SERVICE,5 - HIGH DEGREE OF USER COMFORT,BST - BITUMINOUS SURFACE TREATMENT,NFSR - NATIONAL FOREST SYSTEM ROAD,seasonal,open,04/15-10/15,open,04/15-10/15,open,04/15-10/15,open,04/15-10/15,open,04/15-10/15,,,,,,,,,,,,,,,,,,,80211,802,Cumberland Ranger District,Daniel Boone National Forest,918D,Paved Road,EX - EXISTING,{5100E503-39D0-4D19-B64A-8E60E8BF4FBB},3,,0.0010636386912644
80,597,6427010467,2066600,DARK LAKE,0.0,0.99,0.99,0.971,1,"Roads open to all Vehicles, Yearlong",FS - FOREST SERVICE,2 - HIGH CLEARANCE VEHICLES,AGG - CRUSHED AGGREGATE OR GRAVEL,NFSR - NATIONAL FOREST SYSTEM ROAD,yearlong,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,60105,601,Sisters Ranger District,Deschutes National Forest,2066600,"Road, Not Maintained for Passenger Car",EX - EXISTING,{4D652BF5-36CD-4B2F-88F2-FD9F6C8064D7},6,,0.0195381226638802
81,598,6428010467,2066700,SCOUT LAKE C.G,0.0,0.291,0.291,0.275,3,"Roads open to highway legal vehicles only, Yearlong",FS - FOREST SERVICE,3 - SUITABLE FOR PASSENGER CARS,AC - ASPHALT,NFSR - NATIONAL FOREST SYSTEM ROAD,yearlong,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,,,,,,,,,,,,,,,,,,,60105,601,Sisters Ranger District,Deschutes National Forest,2066700,Paved Road,EX - EXISTING,{23E42B50-E024-462F-B84B-94DC905748CD},3,,0.0055852115720734
82,599,2232010454,549,VIENNA,0.0,4.7,4.7,4.831,1,"Roads open to all Vehicles, Yearlong",FS - FOREST SERVICE,2 - HIGH CLEARANCE VEHICLES,NAT - NATIVE MATERIAL,NFSR - NATIONAL FOREST SYSTEM ROAD,yearlong,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,20605,206,Laramie Ranger District,Medicine Bow-Routt National Forest,549,"Road, Not Maintained for Passenger Car",EX - EXISTING,{DB8353C1-A0BF-4FB3-AB94-31487CC4F9CF},6,,0.083585962080244
83,600,1812010454,554.C,SPRING CREEK SPUR C,0.0,0.6,0.6,0.646,1,"Roads open to all Vehicles, Yearlong",FS - FOREST SERVICE,2 - HIGH CLEARANCE VEHICLES,NAT - NATIVE MATERIAL,NFSR - NATIONAL FOREST SYSTEM ROAD,yearlong,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,20605,206,Laramie Ranger District,Medicine Bow-Routt National Forest,554.C,"Road, Not Maintained for Passenger Car",EX - EXISTING,{9BB40DD4-7BF3-474F-A1A3-1CCD27D60C4C},6,,0.0113081245644798
84,601,835010454,110.4H,OLD SMITH,0.0,0.2,0.2,0.222,1,"Roads open to all Vehicles, Yearlong",FS - FOREST SERVICE,2 - HIGH CLEARANCE VEHICLES,NAT - NATIVE MATERIAL,NFSR - NATIONAL FOREST SYSTEM ROAD,yearlong,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,20603,206,Hahns Peak-Bears Ears Ranger District,Medicine Bow-Routt National Forest,110.4H,"Road, Not Maintained for Passenger Car",EX - EXISTING,{1793EBE3-AB8A-46D9-99D7-D780419914DA},6,,0.0035072775032754
85,602,954010454,901.1,BEAR LAKE CG,0.0,1.21,1.21,1.222,4,"Roads open to highway legal vehicles only, Seasonal",FS - FOREST SERVICE,4 - MODERATE DEGREE OF USER COMFORT,AGG - CRUSHED AGGREGATE OR GRAVEL,NFSR - NATIONAL FOREST SYSTEM ROAD,seasonal,open,06/15-12/15,open,06/15-12/15,open,06/15-12/15,open,06/15-12/15,open,06/15-12/15,,,,,,,,,,,,,,,,,,,20601,206,Yampa Ranger District,Medicine Bow-Routt National Forest,901.1,"Gravel Road, Suitable for Passenger Car",EX - EXISTING,{F7F9211E-6D0C-49F6-97E0-3B861A715B88},4,,0.0213607883062928
86,603,2883010454,103.1H,NORTH TWIN PLATEAU,0.0,0.45,0.45,0.221,1,"Roads open to all Vehicles, Yearlong",FS - FOREST SERVICE,2 - HIGH CLEARANCE VEHICLES,NAT - NATIVE MATERIAL,NFSR - NATIONAL FOREST SYSTEM ROAD,yearlong,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,20602,206,Brush Creek-Hayden Ranger District,Medicine Bow-Routt National Forest,103.1H,"Road, Not Maintained for Passenger Car",EX - EXISTING,{99983AB4-BA0D-487A-A479-D2E5C2303FB1},6,,0.0039828914642605
87,604,189010454,939.1,MAHOGANY,0.0,1.6,1.6,1.384,2,"Roads open to all Vehicles, Seasonal",FS - FOREST SERVICE,2 - HIGH CLEARANCE VEHICLES,NAT - NATIVE MATERIAL,NFSR - NATIONAL FOREST SYSTEM ROAD,seasonal,open,07/01-12/01,open,07/01-12/01,open,07/01-12/01,open,07/01-12/01,open,07/01-12/01,open,07/01-12/01,open,07/01-12/01,open,07/01-12/01,open,07/01-12/01,open,07/01-12/01,open,07/01-12/01,open,07/01-12/01,open,07/01-12/01,open,07/01-12/01,20604,206,Parks Ranger District,Medicine Bow-Routt National Forest,939.1,"Road, Not Maintained for Passenger Car",EX - EXISTING,{12A94AD3-6B70-4B06-9929-C55A0C79F221},6,,0.0225399136489681
88,605,404010454,627.1,WHALEN,0.0,1.6,1.6,1.526,1,"Roads open to all Vehicles, Yearlong",FS - FOREST SERVICE,2 - HIGH CLEARANCE VEHICLES,NAT - NATIVE MATERIAL,NFSR - NATIONAL FOREST SYSTEM ROAD,yearlong,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,20604,206,Parks Ranger District,Medicine Bow-Routt National Forest,627.1,"Road, Not Maintained for Passenger Car",EX - EXISTING,{98988045-3705-4F17-B2E9-ADFFE3079E3A},6,,0.028670507739962
89,637,407153010602,1401.B,1401.B,0.0,0.5,0.5,0.497,1,"Roads open to all Vehicles, Yearlong",FS - FOREST SERVICE,2 - HIGH CLEARANCE VEHICLES,NAT - NATIVE MATERIAL,NFSR - NATIONAL FOREST SYSTEM ROAD,yearlong,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,20609,206,Douglas Ranger District/Thunder Basin National Grassland,Medicine Bow-Routt National Forest,1401.B,"Road, Not Maintained for Passenger Car",EX - EXISTING,{F607E0BA-1F43-414B-8868-98A8CF03B490},6,,0.0088643968268941
90,638,8474010454,851.3H,LITTLE COTTONWOOD CK SPUR 3H,0.0,0.26,0.26,0.252,1,"Roads open to all Vehicles, Yearlong",FS - FOREST SERVICE,2 - HIGH CLEARANCE VEHICLES,NAT - NATIVE MATERIAL,NFSR - NATIONAL FOREST SYSTEM ROAD,yearlong,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,20602,206,Brush Creek-Hayden Ranger District,Medicine Bow-Routt National Forest,851.3H,"Road, Not Maintained for Passenger Car",EX - EXISTING,{011F59EE-7965-45F5-A9CB-B982599F9A3D},6,,0.0046087699506238
91,646,1630010357,4113000,GREEN DIAMOND,0.0,1.8,1.8,1.641,3,"Roads open to highway legal vehicles only, Yearlong",FS - FOREST SERVICE,2 - HIGH CLEARANCE VEHICLES,AGG - CRUSHED AGGREGATE OR GRAVEL,NFSR - NATIONAL FOREST SYSTEM ROAD,yearlong,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,,,,,,,,,,,,,,,,,,,60502,605,Darrington Ranger District,Mt. Baker-Snoqualmie National Forest,4113000,"Road, Not Maintained for Passenger Car",EX - EXISTING,{9E567D84-C6A9-4174-8154-C1E3EB66DB4D},6,,0.0293973381464717
92,652,3442010454,872,SANDSTONE DIVIDE,2.33,5.18,2.85,2.739,2,"Roads open to all Vehicles, Seasonal",FS - FOREST SERVICE,2 - HIGH CLEARANCE VEHICLES,NAT - NATIVE MATERIAL,NFSR - NATIONAL FOREST SYSTEM ROAD,seasonal,open,05/01-11/14,open,05/01-11/14,open,05/01-11/14,open,05/01-11/14,open,05/01-11/14,open,05/01-11/14,open,05/01-11/14,open,05/01-11/14,open,05/01-11/14,open,05/01-11/14,open,05/01-11/14,open,05/01-11/14,open,05/01-11/14,open,05/01-11/14,20602,206,Brush Creek-Hayden Ranger District,Medicine Bow-Routt National Forest,872,"Road, Not Maintained for Passenger Car",EX - EXISTING,{C63A3CCF-0152-4C80-AE33-1A9EA4C054DC},6,,0.0524956496181479
93,653,5700010454,1121.B,MINE 8.4,0.0,0.4,0.4,0.377,1,"Roads open to all Vehicles, Yearlong",FS - FOREST SERVICE,2 - HIGH CLEARANCE VEHICLES,NAT - NATIVE MATERIAL,NFSR - NATIONAL FOREST SYSTEM ROAD,yearlong,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,20609,206,Douglas Ranger District/Thunder Basin National Grassland,Medicine Bow-Routt National Forest,1121.B,"Road, Not Maintained for Passenger Car",EX - EXISTING,{5DAD7ECE-6309-4268-AC39-EC0679A3586C},6,,0.0079117892258594
94,654,5632010454,1244,LASSEN CREEK,1.9,5.8,3.9,3.894,1,"Roads open to all Vehicles, Yearlong",FS - FOREST SERVICE,2 - HIGH CLEARANCE VEHICLES,NAT - NATIVE MATERIAL,NFSR - NATIONAL FOREST SYSTEM ROAD,yearlong,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,20609,206,Douglas Ranger District/Thunder Basin National Grassland,Medicine Bow-Routt National Forest,1244,"Road, Not Maintained for Passenger Car",EX - EXISTING,{5BC9129B-BC52-4247-9E7A-48D8A5388536},6,,0.069120879425834
95,655,2103010454,512.WA,PLATTE RIVER ACCESS SPUR WA,0.72,1.6,0.88,0.898,1,"Roads open to all Vehicles, Yearlong",FS - FOREST SERVICE,2 - HIGH CLEARANCE VEHICLES,,NFSR - NATIONAL FOREST SYSTEM ROAD,yearlong,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,20605,206,Laramie Ranger District,Medicine Bow-Routt National Forest,512.WA,"Road, Not Maintained for Passenger Car",EX - EXISTING,{393B1D52-682C-46F0-9694-CD211A5D9FD2},6,,0.0164422829435028
96,656,3467010454,447,TEDDY CREEK,0.0,2.77,2.77,2.863,1,"Roads open to all Vehicles, Yearlong",FS - FOREST SERVICE,3 - SUITABLE FOR PASSENGER CARS,NAT - NATIVE MATERIAL,NFSR - NATIONAL FOREST SYSTEM ROAD,yearlong,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,20602,206,Brush Creek-Hayden Ranger District,Medicine Bow-Routt National Forest,447,"Dirt Road, Suitable for Passenger Car",EX - EXISTING,{0F030D6A-D017-46BC-B9ED-C4B4455BF6C7},5,,0.0506331619893711
97,672,601010474,57,SHELTON RIDGE,0.0,0.21,0.21,0.2,3,"Roads open to highway legal vehicles only, Yearlong",FS - FOREST SERVICE,3 - SUITABLE FOR PASSENGER CARS,AGG - CRUSHED AGGREGATE OR GRAVEL,NFSR - NATIONAL FOREST SYSTEM ROAD,yearlong,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,,,,,,,,,,,,,,,,,,,80216,802,Stearns Ranger District,Daniel Boone National Forest,57,"Gravel Road, Suitable for Passenger Car",EX - EXISTING,{AC1A72BB-D7B7-4FF8-BAC7-68858919F802},4,,0.0037253535619522
98,673,458010474,2015,P. CAMPING #1,0.0,0.1,0.1,0.158,3,"Roads open to highway legal vehicles only, Yearlong",FS - FOREST SERVICE,2 - HIGH CLEARANCE VEHICLES,NAT - NATIVE MATERIAL,NFSR - NATIONAL FOREST SYSTEM ROAD,yearlong,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,,,,,,,,,,,,,,,,,,,80211,802,Cumberland Ranger District,Daniel Boone National Forest,2015,"Road, Not Maintained for Passenger Car",EX - EXISTING,{9F177FA2-8386-4698-8556-0525E2AB8933},6,,0.0022511787605133
99,674,339010474,6279A,LOW KNOB,0.0,0.6,0.6,0.635,3,"Roads open to highway legal vehicles only, Yearlong",FS - FOREST SERVICE,2 - HIGH CLEARANCE VEHICLES,IMP - IMPROVED NATIVE MATERIAL,NFSR - NATIONAL FOREST SYSTEM ROAD,yearlong,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,open,01/01-12/31,,,,,,,,,,,,,,,,,,,80216,802,Stearns Ranger District,Daniel Boone National Forest,6279A,"Road, Not Maintained for Passenger Car",EX - EXISTING,{50986112-466F-4C5E-BA4C-2E02692F0741},6,,0.010128198023296
