,Report Received Date,NHTSA ID,Recall Link,Manufacturer,Subject,Component,Mfr Campaign Number,Recall Type,Potentially Affected,Recall Description,Consequence Summary,Corrective Action,Park Outside Advisory ,Do Not Drive Advisory,Completion Rate % (Blank - Not Reported)
78,12/19/2023,23V859000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V859000),Doosan Portable Power,Brake Harness Connected Incorrectly,SERVICE BRAKES,12-23-8,Vehicle,1957,"Doosan Portable Power (Doosan) is recalling certain 2019-2023 Portable Generator Trailers.  The electric brake harness was connected to the battery disconnect switch instead of the positive distribution lug of the battery, deenergizing the brakes when the battery disconnect switch is in the off position.","Deenergized brakes will not engage, increasing the risk of a crash.","Owners will be instructed to immediately stop towing the affected trailers until repairs have been made.  Dealers will correct the wiring, free of charge.  Owner notification letters are expected to be mailed January 19, 2024.  Owners may contact Doosan customer service at 1-800-633-5200.  Doosan's number for this recall is 12-23-8.",No,Yes,
79,12/19/2023,23V862000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V862000),"Tesla, Inc.",Doors Can Be Unlocked During a Crash/FMVSS 214,ELECTRICAL SYSTEM,SB-23-00-009,Vehicle,120423,"Tesla, Inc. (Tesla) is recalling certain 2021-2023 Model S and X vehicles.  The cabin doors can be unlocked during a crash.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 214, ""Side Impact Protection.""","An unlocked door may unlatch and open during a crash, increasing the risk of injury.","Tesla has released an over-the-air (OTA) software update, free of charge.  Owner notification letters are expected to be mailed February 17, 2024.  Owners may contact Tesla customer service at 1-877-798-3752.  Tesla's number for this recall is SB-23-00-009.",No,No,
80,12/19/2023,23V861000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V861000),Van Hool N.V.,Seat Belt Assembly Attachment Screw May Break,SEAT BELTS,NR (Not Reported),Vehicle,64,Van Hool N.V. (Van Hool) is recalling certain 2024 CX45 vehicles.  The seat belt assembly attachment screw may break.,"An unanchored seat belt may not properly restrain an occupant during a crash, increasing the risk of injury.",The remedy is currently under development.   The manufacturer has not yet provided a schedule for recall notification.  Owners may contact Van Hool customer service at 1-877-427-7278 or 1-407-656-7977.,No,No,
81,12/19/2023,23V860000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V860000),"Airstream, Inc.",Spare Tire Carrier Backet May Break,STRUCTURE,NR (Not Reported),Vehicle,1587,"Airstream, Inc. (Airstream) is recalling certain 2022-2023 Basecamp 20X travel trailers.  The spare tire carrier bracket may experience metal fatigue and break, allowing the spare tire to detach from the trailer.","A detached spare tire may become a road hazard, increasing the risk of a crash.","The remedy is still under development.  Owner notification letters are expected to be mailed February 17, 2024.  Owners may contact Airstream customer service at 1-877-596-6505 or 1-937-596-6111 ext. 7401 or 7411.",No,No,
82,12/18/2023,23E095000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23E095000),Hendrickson USA. L.L.C.,Axle Spindles May Fracture,STEERING,HAUX 2023-01,Equipment,131,"Hendrickson USA, L.L.C. (Hendrickson) is recalling certain COMPOSILITE EXS20 and SC20 Lift Axles.  The bearing journals may not be fully seated in the steering knuckle assemblies, preventing the proper installation of the wheel end hub assemblies.","Incorrect installation can allow lubricant to leak, causing the axle spindles to loosen or fracture and increasing the risk of a crash.","Hendrickson will work with its affected manufacturers to help facilitate the inspection and replacement of the steering knuckle assemblies as necessary, free of charge.  The manufacturer has not yet provided a schedule for recall notification.  Owners may contact Hendrickson customer service at 1-630-773-9111.  Hendrickson's number for this recall is HAUX 2023-01.",No,No,
83,12/18/2023,23V858000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V858000),Honda (American Honda Motor Co.),Fuel Pump May Fail,"FUEL SYSTEM, GASOLINE","KGC, KGD",Vehicle,2539902,"Honda (American Honda Motor Co.) is recalling certain 2018-2020 Honda Accord, Civic Coupe, Civic Sedan, Civic Hatchback, Civic Type R, CR-V, HR-V, Ridgeline, Odyssey, Acura ILX, MDX, MDX Hybrid, RDX, RLX, TLX, 2019-2020 Honda Insight, Passport, 2020 Honda CR-V Hybrid, 2018-2019 Honda Clarity PHEV, Fit, and 2017-2020 Honda Accord Hybrid, Pilot, Acura NSX vehicles.  The fuel pump inside the fuel tank may fail.","Fuel pump failure can cause an engine stall while driving, increasing the risk of a crash.","Dealers will replace the fuel pump module, free of charge.  Owner notification letters are expected to be mailed February 5, 2024.  Owners may contact Honda customer service at 1-888-234-2138.  Honda's numbers for this recall are KGC and KGD.  This recall is an expansion of NHTSA recall numbers 21V-215 and 20V-314.",No,No,
84,12/18/2023,23E094000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23E094000),"R.H. Sheppard Co., Inc.",Steering Gear Assembled Incorrectly,STEERING,NR (Not Reported),Equipment,274,"R.H. Sheppard Co., Inc. (R.H. Sheppard) is recalling certain steering gear assemblies, model numbers, HD94P, M100P, HD94S, M110P, M83P, MD83, SD110P, and XD120P.  The steering gear assemblies may have been assembled incorrectly with fewer recirculating balls than are required, which may result in a loss of steering control.",A loss of steering control increases the risk of a crash.,"R.H. Sheppard will work with the affected vehicle manufacturers to replace the defective gears, free of charge.  Vehicle manufacturers will be notified in December 2023.  Owners may contact R.H. Sheppard customer service at 1-717-637-3751.",No,No,
85,12/18/2023,23V857000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V857000),PJ Trailers,Tire Sidewall Separation/FMVSS 119,TIRES,NR (Not Reported),Vehicle,4267,"PJ Trailers is recalling certain 2024 B5, B6, B8, C8, CC, CE, D3, D5, D8, DD, DG, DL, DM, DR, DT, F8, FD, FY, L6, LD, LS, LX, LY, P8, PL, T1, T6, T7, T8, T9, TF, and TJ trailers.  The sidewall of the tires may experience bubbling and separate, causing loss of tire pressure.  As such, these trailers fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 119, ""New Pneumatic Tires-Other Than Passenger Cars.""",A loss of tire pressure increases the risk of a crash.,"Dealers will inspect and replace the tires as necessary, free of charge.  Owner notification letters are expected to be mailed February 13, 2024.  Owners may contact PJ Trailers customer service at 1-866-752-8781.",No,No,
86,12/17/2023,23V856000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V856000),"Bombardier Recreational Products, Inc.",Rearview Mirror May Detach,VISIBILITY,Bulletin 2023-9,Vehicle,1149,"Bombardier Recreational Products, Inc. (Bombardier) is recalling certain 2023 Can-Am F3 and F3-S motorcycles.  The rearview mirror lens may dislodge from the housing.","A detached rearview mirror lens can decrease rear visibility for the driver, increasing the risk of a crash.","Dealers will install new mirror assemblies, free of charge.  Owner notification letters were mailed January 22, 2024.  Owners may contact BRP customer service at 1-888-272-9222.  Bombardier's number for this recall is Bulletin 2023-9.  This recall is an expansion of Recall 23V-053.",No,No,
87,12/15/2023,23V847000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V847000),Ford Motor Company,Driver's Air Bag May Become Deactivated/FMVSS 208,AIR BAGS,NR (Not Reported),Vehicle,17970,"Ford Motor Company (Ford) is recalling certain 2023 F-150 and Ford SD F250, F350, F450, F550, and F600 vehicles.  The steering wheel clock spring may have an insufficient weld, causing a loss of electrical connection to the driver's frontal air bag.","A deactivated air bag will not deploy during a crash, increasing the risk of injury.","Dealers will inspect and replace the clock spring as necessary, free of charge.  Interim owner notifications explaining the safety risk are scheduled to be mailed January 8, 2024.  A second notice will be sent once remedy parts become available, anticipated 2nd Quarter 2024.  Owners may contact Ford customer service at 1-866-436-7332.",No,No,
88,12/15/2023,23V855000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V855000),"Bombardier Recreational Products, Inc.",High-Pressure Fuel Pump May Fail,"FUEL SYSTEM, GASOLINE",Bulletin 2023-10,Vehicle,10969,"Bombardier Recreational Products, Inc. (Bombardier) is recalling certain 2019-2023 Can-Am Ryker motorcycles.  The impeller may swell, causing the high-pressure fuel pump to fail.","A fuel pump failure can cause an engine stall while driving, increasing the risk of a crash.","Dealers will inspect and replace the fuel pump as necessary, free of charge.  Owner notification letters are expected to be mailed January 22, 2024.  Owners may contact Bombardier customer service at 1-888-272-9222.  Bombardier's number for this recall is Bulletin 2023-10.",No,No,
89,12/15/2023,23V852000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V852000),Great Dane Trailers,Incorrect VIN on Certification Label/Part 567,EQUIPMENT,NR (Not Reported),Vehicle,25,"Great Dane Trailers, (Great Dane) is recalling certain 2023 Champion trailers.  The VINs on the certification label may be incorrect.  As such, these trailers fail to comply with the requirements of 49 CFR Part 567, ""Certification.""","An owner that references an incorrect VIN label may not recognize their trailer is involved in a safety recall, and may not have the recall remedy performed, which could increase the risk of injury, fire, or a crash.","Great Dane has mailed new certification decals, free of charge.  Owner notification letters were mailed January 05, 2024.  Owners may contact Great Dane customer service at 1-877-369-3493.",No,No,
90,12/15/2023,23V853000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V853000),"Mercedes-Benz USA, LLC",Incorrectly Adjusted Headlights,ELECTRICAL SYSTEM,NR (Not Reported),Vehicle,10,"Mercedes-Benz USA, LLC (MBUSA) is recalling certain 2023 EQE 350 vehicles equipped with comfort suspension.  The headlights may be incorrectly adjusted due to a software error in the headlight control unit.",Incorrectly adjusted headlights can reduce the visibility of oncoming traffic and impair the dynamic driving control performance.  Both scenarios increase the risk of a crash.,"Dealers will update the headlight control unit software, free of charge.  Owner notification letters are expected to be mailed February 13, 2024.  Owners may contact MBUSA customer service at 1-800-367-6372.",No,No,
91,12/15/2023,23V850000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V850000),"Forest River, Inc.",Incorrectly Installed Suspension Air Line,SUSPENSION,210-1714,Vehicle,19,"Forest River, Inc. (Forest River) is recalling certain 2023-2024 Coachmen Concord CNC321DSF motorhomes.  The air suspension air line may be incorrectly installed near the exhaust, which can cause a sudden loss of rear suspension.",A loss of suspension can cause a loss of vehicle control and increase the risk of a crash.,"Dealers will re-route the air lines and 12-volt wiring away from the vehicle exhaust, free of charge.  Owner notification letters were mailed January 4, 2024.  Owners may contact Forest River Customer Service at 1-574-825-8602.  Forest River's number for this recall is 210-1714.",No,No,
92,12/15/2023,23V849000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V849000),"Daimler Vans USA, LLC",Loss of Steering Control from Unsecured Strut Bolt,SUSPENSION,VS3FEDDOR,Vehicle,33,"Daimler Vans USA, LLC (DVUSA) is recalling certain 2023 Mercedes-Benz Sprinter vehicles.  The front left suspension strut bolt may not be secured properly, which can result in a loss of steering control.",A loss of steering control can increase the risk of a crash.,"Dealers will inspect the front left suspension strut bolt connection and repair the body contact surface as necessary, free of charge.  Owner notification letters are expected to be mailed February 9, 2024.  Owners may contact DVUSA customer service at 1-877-762-8267.  DVUSA's number for this recall is VS3FEDDOR.",No,No,
93,12/15/2023,23V848000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V848000),Ford Motor Company,Missing Warning for Turn Signal Failure/FMVSS 108,ELECTRICAL SYSTEM,23C41,Vehicle,189814,"Ford Motor Company (Ford) is recalling certain 2022-2024 Maverick vehicles.  In the event that one of the rear turn signals stops working, the vehicle will not adjust the turn signal flash rate frequency to warn the driver that a turn signal is not working correctly.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 108, ""Lamps, Reflective Devices, and Associated Equipment.""","A nonfunctioning exterior turn signal will not notify other drivers that the vehicle is turning, increasing the risk of a crash.","Dealers will update the body control module software, free of charge.  Owner notification letters were mailed January 16, 2024.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 23C41.",No,No,
94,12/15/2023,23V851000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V851000),"Mercedes-Benz USA, LLC",Rear Axle Differential Housing May Break,POWER TRAIN,NR (Not Reported),Vehicle,588,"Mercedes-Benz USA, LLC (MBUSA) is recalling certain 2022-2023 AMG G63 special edition 4x4? (squared) vehicles.  The rear axle differential housing may develop cracks, possibly resulting in oil leaking onto the roadway or axle failure.",Oil leaking onto the roadway may cause a road hazard for following traffic.  Rear axle failure can result in a sudden loss of handling or drive power.  Either of these conditions can increase the risk of a crash.,"Owners are advised not to drive their vehicles until the repair has been performed.  Towing to an authorized Mercedes-Benz dealer may be necessary.  The remedy is currently under development.  Interim owner notification letters explaining the safety risk were mailed February 19, 2024.  A second notice will be sent once remedy parts become available.  Owners may contact MBUSA customer service at 1-800-367-6372.",No,Yes,
95,12/15/2023,23V854000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V854000),"Mercedes-Benz USA, LLC",Roof Panel May Detach From Vehicle,STRUCTURE,NR (Not Reported),Vehicle,2976,"Mercedes-Benz USA, LLC (MBUSA) is recalling certain 2014-2020 C-Class, CLA, GLA, S-Class, GLC, and GLE vehicles.  Please refer to MBUSA's recall report for specific vehicle details.  The front roof panel located between the windshield and the panoramic sunroof may not have been bonded correctly to the vehicle during a prior repair, allowing the front panel to detach from the vehicle.","A detached roof panel can become a road hazard, increasing the risk of a crash.","Dealers will replace the front panel, free of charge.  Owner notification letters are expected to be mailed February 13, 2023.  Owners may contact MBUSA customer service at 1-800-367-6372.  This recall is an expansion of NHTSA recall number 21V-197.",No,No,
96,12/14/2023,23V845000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V845000),"General Motors, LLC",Fire Risk after Seat Belt Pretensioner Deployment,SEAT BELTS,N232421970,Vehicle,6771,"General Motors, LLC (GM) is recalling certain 2017-2023 Chevrolet Bolt EV vehicles.  This recall includes certain vehicles previously repaired incorrectly under NHTSA recall number 22V-930.  After a crash with seat belt pretensioner deployment, the pretensioner exhaust may ignite carpet fibers near the B-pillar, causing a fire.",A fire increases the risk of injury.,"Dealers will inspect both front seat belt pretensioners and, if necessary, install metal foil at the carpet near the pretensioner exhaust.  Certain vehicles will also need a pretensioner cover installed.  Repairs will be performed free of charge.  Owner notification letters are expected to be mailed January 29, 2024.  These vehicles were previously recalled for this same issue under recall number 22V-930 and will need to have the new remedy performed.  Owners may contact GM EV Concierge at 1-833-EVCHEVY (1-833-382-4389) (TTY 711 / 1-800-833-2438) or Customer Service at 1-800-222-1020.  GM's number for this recall is N232421970.",No,No,
97,12/14/2023,23V846000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V846000),"Daimler Trucks North America, LLC",Loss of Drive Power from Unsecured Inverter Cable,ELECTRICAL SYSTEM,FL987,Vehicle,608,"Daimler Trucks North America, LLC (DTNA) is recalling certain 2023-2025 Thomas Built SAF-T-LINER C2 Jouley electric school buses.  The high voltage inverter cable may not be secured properly, which can result in a loss of drive power.",A loss of drive power can increase the risk of a crash.,"Dealers will inspect and tighten the fasteners as necessary, free of charge.  Owner notification letters are expected to be mailed February 12, 2024.  Owners may contact DTNA customer service at 1-800-547-0712.  DTNA's number for this recall is FL987.",No,No,
98,12/13/2023,23V840000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V840000),"Porsche Cars North America, Inc.",High Voltage Battery May Short Circuit,ELECTRICAL SYSTEM,APB5,Vehicle,205,"Porsche Cars North America, Inc. (Porsche) is recalling certain 2021-2023 Porsche Taycan, 2021-2022 Taycan 4S, Taycan Turbo S, Taycan Turbo, Taycan 4 Cross Turismo, Taycan 4S Cross Turismo, Taycan Turbo Cross Turismo, 2022 Taycan GTS, and Taycan GTS Sport Turismo vehicles.  The high-voltage battery may experience a short circuit within the battery modules.",A short circuit in the battery increases the risk of a fire.,"Dealers will inspect and repair the high-voltage battery by replacing modules as necessary, free of charge.  Owner notification letters are expected to be mailed February 9, 2024.  Owners may contact Porsche customer service at 1-800-767-7243.  Porsche's number for this recall is APB5.",No,No,
99,12/13/2023,23V843000,Go to Recall (https://www.nhtsa.gov/recalls?nhtsaId=23V843000),"Daimler Trucks North America, LLC",Insufficient Interior Joint Strength/FMVSS 221,STRUCTURE,FL986,Vehicle,321,"Daimler Trucks North America, LLC (DTNA) is recalling certain 2024-2025 Thomas Built SAF-T-LINER C2 and 2024 Thomas Built SAF-T-LINER C2 Jouley school buses.  A rear interior joint between the bulkhead and window panel may have been manufactured incorrectly, resulting in insufficient joint strength.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 221, ""School Bus Body Joint Strength.""","A school bus with insufficient joint strength may not adequately protect passengers in the event of a crash, increasing the risk of injury.","Dealers will add additional mechanical fasteners to secure the joints, free of charge.  Owner notification letters are expected to be mailed February 4, 2024.  Owners may contact DTNA customer service at 1-800-547-0712.  DTNA's number for this recall is FL986.",No,No,
