,the_geom,OBJECTID,Rec_Type,Site_Num,Fac_Type,Loc_Id,Eff_Date,Region_Cod,Field_Offi,State_Post,State_Name,County,County_Pos,City,Fac_Name,Owner_Type,Fac_Use,Owner_Name,Owner_Addr,Owner_City,Owner_Phon,Manager_Na,Manager_Ad,Manager_Ci,Manager_Ph,Ref_Point_,Ref_Poin_1,Ref_Poin_2,Ref_Poin_3,Ref_Poin_4,Elevation,Elevation_,Mag_Var,Mag_Var_Ye,Pattern_Al,Sectional_,Dist_City_,Dir_City_T,Land_Area_,Boundary_A,Boundary_1,Boundary_2,Responsibl,Responsi_1,Responsi_2,Fss_On_Fac,Fss_Id,Fss_Name,Local_Phon,Toll_Free_,Alt_Fss_Id,Alt_Fss_Na,Toll_Fre_1,Notam_Wx_F,Notam_DSer,Activation,Status_Cod,Arff_Cert_,Npias_Fed_,Airspace_A,Intl_Custo,Intl_Cus_1,Mil_Joint_,Mil_Landin,Inspection,Agency_Ins,Last_Inspe,Last_Info_,Fuel_Types,Repair_Ser,Power_Plan,Bottled_Ox,Bulk_Oxyge,Lighting_S,Beacon_Lig,Atc_Tower,Unicom,Ctaf,Seg_Circle,Beacon_Col,Landing_Fe,Medical_Fa,Based_Sing,Based_Mult,Based_Jet_,Based_Heli,Based_Glid,Based_Mili,Based_Ultr,Commercial,Commuter_O,Air_Taxi_O,Ga_Local_O,Ga_Itinera,Mitary_Ops,Annual_Ops,Position_S,Position_1,Elevatio_1,Elevatio_2,Contract_F,Transient_,Other_Serv,Wind_Indic,Icao_Ident,Min_Op_Net,Filler
60,POINT (-87.65811111120917 40.45789722210801),5470,APT,04755.01*H,HELIPORT,01IL,7/16/2020,AGL,CHI,IL,ILLINOIS,VERMILION,IL,HOOPESTON,HOOPESTON COMMUNITY MEMORIAL HOSPITAL,PR,PR,HOOPESTON COMMUNITY MEM HOSP,701 EAST ORANGE,"HOOPESTON, IL 60942",217-283-5531,"HOWARD HUGHES, DIR FACILITIES",701 EAST ORANGE,"HOOPESTON, IL 60942",(217) 283-8548,40-27-28.4300N,145648.4300N,087-39-29.2000W,315569.2000W,E,583.0,E,01W,1985.0,,CHICAGO,0.0,N,,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,STL,SAINT LOUIS,,1-800-WX-BRIEF,,,,,N,May-72,O,,,CONDITIONAL,,,N,N,2,N,,4152020.0,,NONE,NONE,,,SS-SR,,N,,,N,,N,Y,,,,,,,,,,,,,,,FAA-EST IMAGERY,8/3/2015,,,,,,Y-L,,N,
61,POINT (-82.6269738888869 27.76511388927724),3945,APT,03474.*A,AIRPORT,SPG,7/16/2020,ASO,ORL,FL,FLORIDA,PINELLAS,FL,ST PETERSBURG,ALBERT WHITTED,PU,PU,CITY OF ST PETERSBURG,"107 8TH AVENUE, S.E.","ST PETERSBURG, FL 33701",727-893-7654,RICH LESNIAK,"ALBERT WHITTED AIRPORT, 107 8TH AVENUE SOUTHEAST","ST PETERSBURG, FL 33701",727-893-7657,27-45-54.4100N,099954.4100N,082-37-37.1060W,297457.1060W,E,6.69999981,S,05W,2010.0,800.0,MIAMI,0.0,E,119.0,ZMA,ZCR,MIAMI,ZMA,ZCR,MIAMI,N,PIE,SAINT PETERSBURG,,1-800-WX-BRIEF,,,,SPG,Y,Apr-40,O,,NGY3,NO OBJECTION,N,N,N,Y,S,S,12142017.0,,100LLA    A1,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,127.4,Y,CG,N,,122.0,20.0,1.0,6.0,0.0,0.0,1.0,,,3876.0,46918.0,39582.0,3436.0,12/14/2017,3RD PARTY SURVEY,11/20/2018,3RD PARTY SURVEY,11/20/2018,,"HGR,TIE","AMB,AVNCS,CHTR,INSTR,RNTL,SALES,SURV",Y-L,KSPG,N,
62,POINT (-111.71653305614521 33.98198305573601),1412,APT,00642.871*H,HELIPORT,AZ52,7/16/2020,AWP,PHX,AZ,ARIZONA,MARICOPA,AZ,CAREFREE,HORSESHOE DAM,PR,PR,SALT RIVER PROJECT,2601 E. AIRLANE,"PHOENIX, AZ 85034",602-236-2479,JEFFREY R CAMPBELL,2601 E. AIRLANE,"PHOENIX, AZ 85034",480-375-1003,33-58-55.1390N,122335.1390N,111-42-59.5190W,402179.5190W,E,2020.0,E,13E,1985.0,,PHOENIX,14.0,NE,,ZAB,ZCA,ALBUQUERQUE,ZAB,ZCA,ALBUQUERQUE,N,PRC,PRESCOTT,,1-800-WX-BRIEF,,,,,N,Sep-82,O,,,CONDITIONAL,,,,,2,N,,5052020.0,,,,,,,,N,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,Y-L,,N,
63,POINT (-88.55024999984664 39.124663888912856),5366,APT,04614.04*H,HELIPORT,11IS,7/16/2020,AGL,CHI,IL,ILLINOIS,EFFINGHAM,IL,EFFINGHAM,ST ANTHONY MEMORIAL HOSPITAL,PR,PR,ST ANTHONY MEMORIAL HOSPITAL,503 N. MAPLE ST,"EFFINGHAM, IL 62401",217-342-2121,DENNIS BAKER,"ST ANTHONY MEML HOSPITAL,, 503 N. MAPLE ST","EFFINGHAM, IL 62401",217-342-2121,39-07-28.7900N,140848.7900N,088-33-00.9000W,318780.9000W,E,593.0,E,00E,1985.0,,ST LOUIS,0.0,N,,ZKC,ZCK,KANSAS CITY,ZKC,ZCK,KANSAS CITY,N,STL,SAINT LOUIS,,1-800-WX-BRIEF,,,,,N,Oct-79,O,,,CONDITIONAL,,,,,2,N,,3182020.0,,,,,,SEE RMK,SEE RMK,N,,,Y,CGY,N,Y,,,,1.0,,,,,,,,,,,FAA-EST IMAGERY,9/22/2015,,,,,,Y,,N,
64,POINT (-165.08719444403394 60.54133333298123),630,APT,50766.4*A,AIRPORT,OOK,7/16/2020,AAL,NONE,AK,ALASKA,BETHEL,AK,TOKSOOK BAY,TOKSOOK BAY,PU,PU,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519-6900",(907) 269-0749,LAWRENCE DAVIS,PO BOX 505,"BETHEL, AK 99559",(907) 543-2498,60-32-28.8000N,217948.8000N,165-05-13.9000W,594313.9000W,E,72.19999695,S,12E,2010.0,,BETHEL,1.0,NE,82.0,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,N,ENA,KENAI,907-283-7211,1-866-864-1737,,,,OOK,Y,,O,,N,NO OBJECTION,N,N,N,Y,S,C,7022017.0,,,NONE,NONE,NONE,NONE,SEE RMK,SEE RMK,N,,122.9,Y,CG,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4596.0,,,,4/30/2018,3RD PARTY SURVEY,6/11/2010,3RD PARTY SURVEY,6/11/2010,,,,Y-L,PAOO,N,
65,POINT (-80.3111611110622 26.013102777598075),3884,APT,03432.7*H,HELIPORT,FA21,7/16/2020,ASO,ORL,FL,FLORIDA,BROWARD,FL,PEMBROKE PINES,MEMORIAL HOSPITAL WEST HELISTOP,PR,PR,S. BROWARD HOSPITAL DISTRICT,703 NORTH FLAMINGO ROAD,"PEMBROKE PINES, FL 33028",954-433-7143,LUIS RODRIGUEZ,703 NORTH FLAMINGO ROAD,"PEMBROKE PINES, FL 33028",954-844-7143,26-00-47.1700N,093647.1700N,080-18-40.1800W,289120.1800W,E,12.0,E,04W,1990.0,,MIAMI,1.0,N,,ZMA,ZCR,MIAMI,ZMA,ZCR,MIAMI,N,GNV,GAINESVILLE,,1-800-WX-BRIEF,,,,,N,Jan-94,O,,,CONDITIONAL,,,,,2,N,,2202020.0,,,,,,,,N,,,N,,,Y,,,,,,,,,,,,,,,FAA-EST IMAGERY,1/23/2016,,,,,,Y,,N,
66,POINT (-116.87526666701348 48.235566667245706),5117,APT,04302.11*A,AIRPORT,96ID,7/16/2020,ANM,HLN,ID,IDAHO,BONNER,ID,PRIEST RIVER,FLYING H RANCH,PR,PR,TOM & LINDA HAMILTON,1869 SANBORN CK RD,"PRIEST RIVER, ID 83856",208-448-4001,TOM & LINDA HAMILTON,1869 SANBORN CK RD,"PRIEST RIVER, ID 83856",208-448-4001,48-14-08.0400N,173648.0400N,116-52-30.9600W,420750.9600W,E,2230.0,E,,,,GREAT FALLS,3.0,N,4.0,ZSE,ZCS,SEATTLE,ZSE,ZCS,SEATTLE,,BOI,BOISE,,1-800-WX-BRIEF,,,,,,Feb-04,O,,,NO OBJECTION,,,,,2,N,,2012012.0,,,,,,,,N,,,N,,,,2.0,,,,,,,,,,,,,,OWNER,7/14/2003,OWNER,7/14/2003,,,,Y,,N,
67,POINT (-88.57129583273094 42.26873888891798),5562,APT,04848.21*A,AIRPORT,66IL,7/16/2020,AGL,CHI,IL,ILLINOIS,MC HENRY,IL,MARENGO,AEROGRANGE,PR,PR,ADOLPH RALPH SVEC,19009 RIVER RD,"MARENGO, IL 60152",(815) 568-6652,ADOLPH RALPH SVEC,19009 RIVER RD,"MARENGO, IL 60152",(815) 568-6652,42-16-07.4600N,152167.4600N,088-34-16.6650W,318856.6650W,E,824.0,E,00W,1985.0,,CHICAGO,3.0,E,10.0,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,IKK,KANKAKEE,,1-800-WX-BRIEF,,,,,N,Feb-69,O,,,NO OBJECTION,,,,,2,N,,6022019.0,,NONE,NONE,,,,,N,,,N,,N,,6.0,,,,,,,,,,,,,,FAA-EST,12/15/2016,FAA OE/AAA,11/24/2015,,,,Y,,N,
68,POINT (-106.0325166670024 39.4730416670505),2613,APT,02524.01*H,HELIPORT,CO75,7/16/2020,ANM,DEN,CO,COLORADO,SUMMIT,CO,BRECKENRIDGE,OVERLOOK ATHLETIC CLUB,PR,PR,"COLORADO HELI-SKI, INC.",BOX 64,"FRISCO, CO 80435",303-668-5600,"ROBERT H. DEWITT, VICE PRES.",BOX 64,"FRISCO, CO 80435",303-558-5600,39-28-22.9500N,142102.9500N,106-01-57.0600W,381717.0600W,E,10085.0,E,12E,1990.0,,DENVER,1.0,SE,,ZDV,ZCD,DENVER,ZDV,ZCD,DENVER,N,DEN,DENVER,,1-800-WX-BRIEF,,,,,N,Dec-92,O,,,CONDITIONAL,,,,,2,N,,11121992.0,,,,,,,,N,,,N,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,N,
69,POINT (-82.506553332662 31.53605555606385),4095,APT,03619.*A,AIRPORT,AMG,7/16/2020,ASO,ATL,GA,GEORGIA,BACON,GA,ALMA,BACON COUNTY,PU,PU,BACON COUNTY,"BACON COUNTY COURTHOUSE, 302 WEST 12TH STREET","ALMA, GA 31510",912-632-5214,GLOVER SCOTT,P.O. BOX 114,"ALMA, GA 31510",(912) 218-1040,31-32-09.8000N,113529.8000N,082-30-23.5920W,297023.5920W,E,199.80000305,S,06W,2020.0,,JACKSONVILLE,3.0,W,232.0,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,MCN,MACON,,1-800-WX-BRIEF,,,,AMG,Y,May-41,O,,NGY,NOT ANALYZED,N,N,N,Y,S,S,1112019.0,,100LLA+,MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,N,122.7,122.7,Y,CG,N,,5.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,2000.0,4000.0,,12/31/2018,3RD PARTY SURVEY,7/11/2011,3RD PARTY SURVEY,7/11/2011,,"HGR,TIE",,Y-L,KAMG,N,
70,POINT (-85.5930405556233 41.4847713888599),6168,APT,05434.6*A,AIRPORT,II51,7/16/2020,AGL,CHI,IN,INDIANA,NOBLE,IN,LIGONIER,HULL,PR,PR,TOM HULL,RR 3,"LIGONIER, IN 46767",219-894-3423,,,,,41-29-05.1770N,149345.1770N,085-35-34.9460W,308134.9460W,E,930.0,E,03W,1985.0,,CHICAGO,1.0,N,,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,,HUF,TERRE HAUTE,,1-800-WX-BRIEF,,,,,N,Apr-82,O,,,NOT ANALYZED,,,,,2,N,,7191994.0,,,,,,,,N,,,N,,N,,,1.0,,,,,,,,,,,,,,,,,,,,,,N,
71,POINT (-86.06259999959408 31.103702778357498),1025,APT,00507.02*A,AIRPORT,1A4,7/16/2020,ASO,JAN,AL,ALABAMA,GENEVA,AL,SAMSON,LOGAN FIELD,PU,PU,CITY OF SAMSON,104 E MAIN STREET,"SAMSON, AL 36477",334-898-7541,AIR HAMMER/MIKE PASCOE,395 S. MAGNOLIA ST,"SAMSON, AL 36477",334-898-1303,31-06-13.3300N,111973.3300N,086-03-45.3600W,309825.3600W,E,200.0,E,,,,NEW ORLEANS,1.0,SW,,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,,ANB,ANNISTON,,1-800-WX-BRIEF,,,,ANB,Y,Dec-03,O,,,NO OBJECTION,,,,,S,S,1172019.0,4172003.0,,NONE,NONE,,,SEE RMK,SS-SR,N,,122.9,N,CG,,,3.0,2.0,,0.0,,,,,,,330.0,8150.0,,1/17/2020,FAA-EST,8/12/2010,OWNER,4/17/2003,,,,Y,,N,
72,POINT (-85.91387055624129 39.57365888920588),5919,APT,05136.*A,AIRPORT,07IN,7/16/2020,AGL,CHI,IN,INDIANA,SHELBY,IN,BOGGSTOWN,GRAY,PR,PR,TERRY & REBECCA BAKER,P.O. BOX 562,"FAIRLAND, IN 46126-0562",317-696-0697,TERRY & REBECCA BAKER,P.O. BOX 562,"FAIRLAND, IN 46126-0562",317-696-0697,39-34-25.1720N,142465.1720N,085-54-49.9340W,309289.9340W,E,750.0,E,02W,1985.0,,ST LOUIS,1.0,N,,ZID,ZCI,INDIANAPOLIS,ZID,ZCI,INDIANAPOLIS,N,HUF,TERRE HAUTE,,1-800-WX-BRIEF,,,,,N,,O,,,NO OBJECTION,,,,,2,N,,2152016.0,,NONE,NONE,,,,,N,,,N,,N,,2.0,,,,,,,,,,,,,,,,,,,,,Y,,N,
73,POINT (-110.29007750044306 31.68370194421322),1470,APT,00710.6*A,AIRPORT,11AZ,7/16/2020,AWP,PHX,AZ,ARIZONA,COCHISE,AZ,HUACHUCA CITY,WHETSTONE,PR,PR,BRIAN ULMER,35 HAWTHORNE ST.,"HUACHUCA CITY, AZ 85616",520-227-6015,BRIAN ULMER,35 HAWTHORNE ST.,"HUACHUCA CITY, AZ 85616",520-227-6015,31-41-01.3270N,114061.3270N,110-17-24.2790W,397044.2790W,E,4250.0,E,12E,1985.0,,PHOENIX,3.0,NE,,ZAB,ZCA,ALBUQUERQUE,ZAB,ZCA,ALBUQUERQUE,N,PRC,PRESCOTT,,1-800-WX-BRIEF,,,,,N,Sep-75,O,,,CONDITIONAL,,,,,2,N,,3122020.0,,NONE,NONE,NONE,NONE,,,N,,,Y,,N,,5.0,,,,0.0,,0.0,,,,60.0,5.0,,,,,,,,HGR,,Y,,N,
74,POINT (-154.2478466667361 56.89948722218852),366,APT,50448.*C,SEAPLANE BASE,ALZ,7/16/2020,AAL,NONE,AK,ALASKA,KODIAK ISLAND,AK,LAZY BAY,ALITAK,PR,PU,OCEAN BEAUTY,PO BOX 70739,"SEATTLE, WA 98127-1539",206-285-6800,"WOODY KNEVEL, OCEAN BEAUTY",,,206-285-6800,56-53-58.1540N,204838.1540N,154-14-52.2480W,555292.2480W,E,0.0,E,21E,1985.0,,KODIAK,0.0,S,,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,N,ENA,KENAI,907-283-7211,1-866-864-1737,,,,ENA,Y,May-62,O,,,NOT ANALYZED,N,N,N,N,S,C,7302019.0,,,NONE,NONE,NONE,NONE,,,N,,122.8,N,,N,,,,,,,,,,,700.0,,10.0,,12/31/2018,,,,,,,,Y,,N,
75,POINT (-116.28391666683922 44.97799999980011),5089,APT,04275.5*A,AIRPORT,1U4,7/16/2020,ANM,HLN,ID,IDAHO,ADAMS,ID,NEW MEADOWS,NEW MEADOWS,PU,PU,"STATE OF IDAHO ITD, DIV AERO",BOX 7129,"BOISE, ID 83707-1129",208-334-8775,DIVISION ADMIN,BOX 7129,"BOISE, ID 83707-1129",208-334-8775,44-58-40.8000N,161920.8000N,116-17-02.1000W,418622.1000W,E,3908.0,S,18E,1985.0,,GREAT FALLS,0.0,N,24.0,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,BOI,BOISE,,1-800-WX-BRIEF,,,,BOI,Y,,O,,,NOT ANALYZED,,,N,,S,S,4212020.0,,,NONE,NONE,NONE,NONE,,,N,,122.9,Y,,N,,,,,,,,,,,,,1000.0,,6/1/2017,FAA-EST,7/9/2007,,,,TIE,,Y,,N,
76,POINT (-104.99108555575799 40.634704444096755),2745,APT,02603.08*A,AIRPORT,CO53,7/16/2020,ANM,DEN,CO,COLORADO,LARIMER,CO,FORT COLLINS,YANKEE FIELD,PR,PR,ROBERT INTLEKOFER,4625 E COUNTY RD 54,"FT COLLINS, CO 80524-9334",970-214-8754,MIKE BOHN,"ORANGE SKIES FREE FALL CENTER, 4625 E COUNTY RD 54","FT COLLINS, CO 80524-9334",(720) 879-2573,40-38-04.9360N,146284.9360N,104-59-27.9080W,377967.9080W,E,5050.0,E,11E,1995.0,,CHEYENNE,6.0,NE,40.0,ZDV,ZCD,DENVER,ZDV,ZCD,DENVER,N,DEN,DENVER,,1-800-WX-BRIEF,,,,,N,Jun-97,O,,,NO OBJECTION,,,,,2,N,,11162017.0,,,,,,,,N,,,N,,,,3.0,,,,,,0.0,,,,,,,,,,,,,,,Y,,N,
77,POINT (-92.20032222174142 35.083416667230026),1370,APT,01191.56*H,HELIPORT,44AR,7/16/2020,ASW,AOK,AR,ARKANSAS,FAULKNER,AR,VILONIA,AIR EVAC LIFETEAM 30,PR,PR,AIR EVAC LIFETEAM,"1001 BOARDWALK SPRINGS PLACE, SUITE 250","OFALLON, MO 63368",636-695-5400,STUART MAY,"1000 N WASHINGTON ST # 1, 306 DAVIS DR","WEATHERFORD , OK 73096",(918) 978-8121,35-05-00.3000N,126300.3000N,092-12-01.1600W,331921.1600W,E,470.0,E,,,,MEMPHIS,0.0,N,,ZME,ZCM,MEMPHIS,ZME,ZCM,MEMPHIS,,JBR,JONESBORO,,1-800-WX-BRIEF,,,,,,May-06,O,,,NO OBJECTION,,,,,2,N,,2032017.0,,,,,,,,N,,,,,,Y,,,,1.0,,,,,,,,,,,FAA-EST IMAGERY,9/30/2015,OWNER,11/9/2005,,,,,,N,
78,POINT (-95.62348055622982 40.756265277911325),4836,APT,06336.*A,AIRPORT,29IA,7/16/2020,ACE,NONE,IA,IOWA,FREMONT,IA,SIDNEY,HILLTOP,PR,PR,CARL S. JOHNSON,"2961 E. HWY 2, BOX 486","SIDNEY, IA 51652",402-209-3473,CARL S. JOHNSON,"2961 E. HWY 2, BOX 486","SIDNEY, IA 51652",402-209-3473,40-45-22.5550N,146722.5550N,095-37-24.5300W,344244.5300W,E,1120.0,E,,,,OMAHA,1.0,E,,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,,FOD,FORT DODGE,,1-800-WX-BRIEF,,,,,,Jul-11,O,,,NO OBJECTION,,,,,2,N,,1312011.0,,,,,,,,N,,,,,,,2.0,1.0,,,,,,,,,,,,,FAA-EST,12/5/2017,OWNER,1/31/2011,,,,,,N,
79,POINT (-162.72625000000957 55.20591666722781),139,APT,50114.*A,AIRPORT,CDB,7/16/2020,AAL,NONE,AK,ALASKA,ALEUTIANS EAST,AK,COLD BAY,COLD BAY,PU,PU,ALASKA DOT&PF SOUTHCOAST REGION,P.O BOX 112506,"JUNEAU, AK 99811-2506",(907) 465-1788,HAROLD KREMER,BOX 97,"COLD BAY, AK 99571",907-532-5000,55-12-21.3000N,198741.3000N,162-43-34.5000W,585814.5000W,E,99.5,S,12E,2015.0,,COLD BAY,0.0,N,2213.0,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,Y,CDB,COLD BAY,907-532-2466,1-800-478-7250,ENA,KENAI,1-866-864-1737,CDB,Y,Apr-49,O,I B S 04/2005,NGPY,NO OBJECTION,N,N,N,Y,F,F,10242019.0,,100LLA,NONE,NONE,NONE,,SEE RMK,SEE RMK,N,,123.6,Y,CG,N,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2690.0,,5750.0,145.0,45.0,460.0,10/24/2018,3RD PARTY SURVEY,1/26/2018,3RD PARTY SURVEY,1/26/2018,,HGR,CARGO,Y,PACD,N,
80,POINT (-87.26112111076019 40.07920611090447),6356,APT,05707.*A,AIRPORT,IN55,7/16/2020,AGL,CHI,IN,INDIANA,FOUNTAIN,IN,VEEDERSBURG,SONGER,PR,PR,STEPHEN SONGER,54 W BONEBRAKE RD,"VEEDERSBURG, IN 47987",765-585-0272,DAVID SONGER,54 W BONEBRAKE RD,"VEEDERSBURG, IN 47987",765-585-0236,40-04-45.1420N,144285.1420N,087-15-40.0360W,314140.0360W,E,652.0,E,01W,1985.0,,CHICAGO,2.0,S,,ZAU,ZCG,CHICAGO,ZID,ZCI,INDIANAPOLIS,N,HUF,TERRE HAUTE,,1-800-WX-BRIEF,,,,,N,Jan-71,O,,,NO OBJECTION,,,,,2,N,,3142019.0,100,MAJOR,MAJOR,,,,,N,,,N,,N,,3.0,1.0,,,,,,,,,,,,,,,,,,,,N,,N,
81,POINT (-108.56327777803888 38.238750000279204),2890,APT,02696.*A,AIRPORT,AIB,7/16/2020,ANM,DEN,CO,COLORADO,MONTROSE,CO,NUCLA,HOPKINS FIELD,PU,PU,COUNTY OF MONTROSE,BOX 997,"MONTROSE, CO 81401",970-249-3203,LLOYD ARNOLD,BOX 58,"NUCLA, CO 81424",970-864-7111,38-14-19.5000N,137659.5000N,108-33-47.8000W,390827.8000W,E,5939.60009766,S,11E,2005.0,,DENVER,2.0,SW,760.0,ZDV,ZCD,DENVER,ZDV,ZCD,DENVER,N,DEN,DENVER,,1-800-WX-BRIEF,,,,DEN,Y,Sep-46,O,,NS1,NO OBJECTION,N,N,N,Y,S,S,9202019.0,,100LLA,,,NONE,NONE,,SS-SR,N,122.8,122.8,Y,CG,N,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1600.0,2400.0,90.0,12/31/2018,3RD PARTY SURVEY,6/11/2010,3RD PARTY SURVEY,6/11/2010,,TIE,,Y-L,KAIB,N,
82,POINT (-122.61937777768556 38.934569443848225),1824,APT,01406.01*H,HELIPORT,CL53,7/16/2020,AWP,SFO,CA,CALIFORNIA,LAKE,CA,CLEARLAKE,ST HELENA HOSPITAL CLEARLAKE,PR,PR,ADVENTIST HEALTH - CLEARLAKE,"15630 18TH AVE PO BOX 6710, PO BOX 6710","CLEARLAKE, CA 95422",707-994-6486,FACILITIES MANAGER,15630 18TH AVE PO BOX 6710,"CLEARLAKE, CA 95422",(707) 995-5835,38-56-04.4500N,140164.4500N,122-37-09.7600W,441429.7600W,E,1434.0,E,14E,2020.0,,SAN FRANCISCO,2.0,S,,ZOA,ZCO,OAKLAND,ZOA,ZCO,OAKLAND,,OAK,OAKLAND,,1-800-WX-BRIEF,,,,FDC,,Jun-00,O,,,CONDITIONAL,,,,,2,N,,4232020.0,,,,,,SEE RMK,SS-SR,N,,,N,CGY,,Y,,,,,,,,,,,,,,,OWNER,9/6/2017,OWNER,9/6/2017,,,,Y-L,,N,
83,POINT (-94.5847222222132 36.29944444391528),1191,APT,00995.*A,AIRPORT,1AR5,7/16/2020,ASW,AOK,AR,ARKANSAS,BENTON,AR,GENTRY,CHEROKEE STRIP,PR,PR,DONALD AMOS,24928 CHEROKEE RD,"GENTRY, AR 72734",,DONALD AMOS,24928 CHEROKEE RD,"GENTRY, AR 72734",479-752-7113,36-17-58.0000N,130678.0000N,094-35-05.0000W,340505.0000W,E,1194.0,E,,,,KANSAS CITY,5.0,NW,,ZME,ZCM,MEMPHIS,ZME,ZCM,MEMPHIS,,JBR,JONESBORO,,1-800-WX-BRIEF,,,,,,Mar-06,O,,,NO OBJECTION,,,,,2,N,,8132018.0,,,,,,,,N,,,,,,,3.0,1.0,,,,,,,,,,,,,OWNER,11/3/2006,OWNER,11/3/2006,,,,,,N,
84,POINT (-93.74367777767954 36.400136111053236),1169,APT,00973.*H,HELIPORT,0AR9,7/16/2020,ASW,AOK,AR,ARKANSAS,CARROLL,AR,EUREKA SPRINGS,EUREKA SPRINGS HOSPITAL,PR,PR,CITY OF EUREKA SPRINGS,24 NORRIS STREET,"EUREKA SPRINGS, AR 72632",479-253-7400,BECKY BURT,24 NORRIS STREET,"EUREKA SPRINGS, AR 72632",479-253-7400,36-24-00.4900N,131040.4900N,093-44-37.2400W,337477.2400W,E,1540.0,E,04E,1990.0,,MEMPHIS,0.0,N,,ZME,ZCM,MEMPHIS,ZME,ZCM,MEMPHIS,N,JBR,JONESBORO,,1-800-WX-BRIEF,,,,,N,Jun-93,O,,,OBJECTIONABLE,,,,,2,N,,5062020.0,,,,,,SEE RMK,SEE RMK,N,,,N,CGY,,Y,,,,,,,,,,,,,,,FAA-EST IMAGERY,4/24/2014,,,,,,Y,,N,
85,POINT (-122.39666666731907 40.57222222167263),2296,APT,02088.011*H,HELIPORT,7CA3,7/16/2020,AWP,SFO,CA,CALIFORNIA,SHASTA,CA,REDDING,MERCY MEDICAL CENTER,PR,PR,MERCY MEDICAL CENTER,2175 ROSALINE AVENUE,"REDDING, CA 96049-6009",530-225-6203,"GEORGE KNIGHT, DPS",2175 ROSALINE AVENUE,"REDDING, CA 96049-6009",530-225-6203,40-34-20.0000N,146060.0000N,122-23-48.0000W,440628.0000W,E,715.0,E,17E,1985.0,,KLAMATH FALLS,1.0,W,,ZOA,ZCO,OAKLAND,ZOA,ZCO,OAKLAND,N,RIU,RANCHO MURIETA,,1-800-WX-BRIEF,,,,,N,Dec-78,O,,,CONDITIONAL,,,,,2,N,,6282016.0,,,,,,SEE RMK,,N,123.05,,N,,N,Y,,,,,,,,,,,,,,,STATE,3/4/2016,OWNER,12/2/2010,,,,Y,,N,
86,POINT (-117.66822222197486 35.61463888935969),2307,APT,02109.03*H,HELIPORT,CL15,7/16/2020,AWP,LAX,CA,CALIFORNIA,KERN,CA,RIDGECREST,SCE RIDGECREST SERVICE CENTER,PR,PR,SOUTHERN CALIFORNIA EDISON CO,510 SOUTH CHINA LAKE BLVD,"RIDGECREST, CA 93555",760-375-3286,DAVE GUERRERO C/O SCE AIR OPS,7000 MERRILL AVE. BLDG A-290 BOX 50,"CHINO, CA 91710",909-974-4641,35-36-52.7000N,128212.7000N,117-40-05.6000W,423605.6000W,E,2288.0,E,14E,1985.0,,LOS ANGELES,0.0,N,,ZLA,ZCL,LOS ANGELES,ZLA,ZCL,LOS ANGELES,N,RAL,RIVERSIDE,,1-800-WX-BRIEF,,,,,N,Feb-84,O,,,CONDITIONAL,,,,,2,N,,3012020.0,,,,,,,,N,,,N,,N,,,,,,,,,,,,,,,,STATE,3/4/2016,OWNER,3/3/1992,,,,Y,,N,
